"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2018M01D01","2018M01D02","2018M01D03","2018M01D04","2018M01D05","2018M01D06","2018M01D07","2018M01D08","2018M01D09","2018M01D10","2018M01D11","2018M01D12","2018M01D13","2018M01D14","2018M01D15","2018M01D16","2018M01D17","2018M01D18","2018M01D19","2018M01D20","2018M01D21","2018M01D22","2018M01D23","2018M01D24","2018M01D25","2018M01D26","2018M01D27","2018M01D28","2018M01D29","2018M01D30","2018M01D31","2018M02D01","2018M02D02","2018M02D03","2018M02D04","2018M02D05","2018M02D06","2018M02D07","2018M02D08","2018M02D09","2018M02D10","2018M02D11","2018M02D12","2018M02D13","2018M02D14","2018M02D15","2018M02D16","2018M02D17","2018M02D18","2018M02D19","2018M02D20","2018M02D21","2018M02D22","2018M02D23","2018M02D24","2018M02D25","2018M02D26","2018M02D27","2018M02D28","2018M03D01","2018M03D02","2018M03D03","2018M03D04","2018M03D05","2018M03D06","2018M03D07","2018M03D08","2018M03D09","2018M03D10","2018M03D11","2018M03D12","2018M03D13","2018M03D14","2018M03D15","2018M03D16","2018M03D17","2018M03D18","2018M03D19","2018M03D20","2018M03D21","2018M03D22","2018M03D23","2018M03D24","2018M03D25","2018M03D26","2018M03D27","2018M03D28","2018M03D29","2018M03D30","2018M03D31","2018M04D01","2018M04D02","2018M04D03","2018M04D04","2018M04D05","2018M04D06","2018M04D07","2018M04D08","2018M04D09","2018M04D10","2018M04D11","2018M04D12","2018M04D13","2018M04D14","2018M04D15","2018M04D16","2018M04D17","2018M04D18","2018M04D19","2018M04D20","2018M04D21","2018M04D22","2018M04D23","2018M04D24","2018M04D25","2018M04D26","2018M04D27","2018M04D28","2018M04D29","2018M04D30","2018M05D01","2018M05D02","2018M05D03","2018M05D04","2018M05D05","2018M05D06","2018M05D07","2018M05D08","2018M05D09","2018M05D10","2018M05D11","2018M05D12","2018M05D13","2018M05D14","2018M05D15","2018M05D16","2018M05D17","2018M05D18","2018M05D19","2018M05D20","2018M05D21","2018M05D22","2018M05D23","2018M05D24","2018M05D25","2018M05D26","2018M05D27","2018M05D28","2018M05D29","2018M05D30","2018M05D31","2018M06D01","2018M06D02","2018M06D03","2018M06D04","2018M06D05","2018M06D06","2018M06D07","2018M06D08","2018M06D09","2018M06D10","2018M06D11","2018M06D12","2018M06D13","2018M06D14","2018M06D15","2018M06D16","2018M06D17","2018M06D18","2018M06D19","2018M06D20","2018M06D21","2018M06D22","2018M06D23","2018M06D24","2018M06D25","2018M06D26","2018M06D27","2018M06D28","2018M06D29","2018M06D30","2018M07D01","2018M07D02","2018M07D03","2018M07D04","2018M07D05","2018M07D06","2018M07D07","2018M07D08","2018M07D09","2018M07D10","2018M07D11","2018M07D12","2018M07D13","2018M07D14","2018M07D15","2018M07D16","2018M07D17","2018M07D18","2018M07D19","2018M07D20","2018M07D21","2018M07D22","2018M07D23","2018M07D24","2018M07D25","2018M07D26","2018M07D27","2018M07D28","2018M07D29","2018M07D30","2018M07D31","2018M08D01","2018M08D02","2018M08D03","2018M08D04","2018M08D05","2018M08D06","2018M08D07","2018M08D08","2018M08D09","2018M08D10","2018M08D11","2018M08D12","2018M08D13","2018M08D14","2018M08D15","2018M08D16","2018M08D17","2018M08D18","2018M08D19","2018M08D20","2018M08D21","2018M08D22","2018M08D23","2018M08D24","2018M08D25","2018M08D26","2018M08D27","2018M08D28","2018M08D29","2018M08D30","2018M08D31","2018M09D01","2018M09D02","2018M09D03","2018M09D04","2018M09D05","2018M09D06","2018M09D07","2018M09D08","2018M09D09","2018M09D10","2018M09D11","2018M09D12","2018M09D13","2018M09D14","2018M09D15","2018M09D16","2018M09D17","2018M09D18","2018M09D19","2018M09D20","2018M09D21","2018M09D22","2018M09D23","2018M09D24","2018M09D25","2018M09D26","2018M09D27","2018M09D28","2018M09D29","2018M09D30","2018M10D01","2018M10D02","2018M10D03","2018M10D04","2018M10D05","2018M10D06","2018M10D07","2018M10D08","2018M10D09","2018M10D10","2018M10D11","2018M10D12","2018M10D13","2018M10D14","2018M10D15","2018M10D16","2018M10D17","2018M10D18","2018M10D19","2018M10D20","2018M10D21","2018M10D22","2018M10D23","2018M10D24","2018M10D25","2018M10D26","2018M10D27","2018M10D28","2018M10D29","2018M10D30","2018M10D31","2018M11D01","2018M11D02","2018M11D03","2018M11D04","2018M11D05","2018M11D06","2018M11D07","2018M11D08","2018M11D09","2018M11D10","2018M11D11","2018M11D12","2018M11D13","2018M11D14","2018M11D15","2018M11D16","2018M11D17","2018M11D18","2018M11D19","2018M11D20","2018M11D21","2018M11D22","2018M11D23","2018M11D24","2018M11D25","2018M11D26","2018M11D27","2018M11D28","2018M11D29","2018M11D30","2018M12D01","2018M12D02","2018M12D03","2018M12D04","2018M12D05","2018M12D06","2018M12D07","2018M12D08","2018M12D09","2018M12D10","2018M12D11","2018M12D12","2018M12D13","2018M12D14","2018M12D15","2018M12D16","2018M12D17","2018M12D18","2018M12D19","2018M12D20","2018M12D21","2018M12D22","2018M12D23","2018M12D24","2018M12D25","2018M12D26","2018M12D27","2018M12D28","2018M12D29","2018M12D30","2018M12D31"
" ","40-44 years",0,3,0,3,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,1,1,1,1,1,3,2,1,0,1,0,3,0,3,0,0,0,1,0,0,2,3,3,1,0,0,3,3,2,1,1,1,2,0,0,2,0,0,3,2,0,1,1,1,1,3,3,1,2,0,0,3,2,1,0,3,1,2,1,3,2,2,0,1,3,0,0,1,1,1,1,1,1,1,3,0,2,0,1,2,0,1,1,1,1,1,3,0,3,0,1,2,0,3,1,2,3,1,0,5,1,2,3,0,2,2,2,1,2,1,3,1,1,0,0,0,2,1,0,1,0,2,2,0,0,0,1,2,1,0,1,1,2,0,1,0,1,1,1,0,0,1,0,1,0,1,2,0,0,1,1,1,1,3,5,0,0,0,1,4,2,1,1,2,1,0,0,1,1,1,0,0,3,1,1,2,0,1,0,0,1,3,0,0,0,1,1,1,0,2,2,1,2,2,1,0,3,0,1,1,1,1,1,1,1,3,1,2,3,3,1,0,2,3,1,0,1,0,0,2,2,1,0,1,1,2,1,0,1,0,2,1,0,1,3,0,1,0,0,1,0,3,1,0,0,2,0,0,0,1,1,3,0,0,0,1,0,1,3,3,0,0,0,3,2,3,0,1,0,1,1,1,3,0,1,1,2,2,1,2,0,1,2,2,1,0,1,2,2,0,2,0,2,0,0,0,0,2,0,1,1,0,0,1,2,0,0,0,0,3,0,2,2,3,0,0,2,1,1,4,1,1,2,0,1,2,0,1,1,1,1,2,1,0,1,1,2,2,1
" ","45-49 years",2,2,3,2,0,0,1,1,4,2,3,1,1,4,1,4,2,0,1,6,1,3,2,3,1,3,2,3,2,1,1,2,1,2,2,2,0,3,0,2,5,1,3,1,1,1,0,1,3,0,0,1,4,3,1,1,3,5,2,1,1,4,2,2,1,3,1,1,1,0,0,3,3,0,1,0,3,1,3,2,2,3,1,2,5,4,6,2,2,2,2,2,1,3,3,1,2,1,5,2,1,2,1,5,3,2,3,3,3,1,0,1,4,2,0,1,1,2,1,3,3,3,2,4,1,1,2,1,0,2,0,0,1,4,1,2,1,0,0,0,2,3,1,3,2,1,3,3,1,0,1,2,2,1,3,2,3,1,2,2,4,1,1,1,1,1,1,2,0,1,1,2,2,0,1,2,0,0,0,0,1,2,1,3,1,3,3,0,0,3,2,3,1,3,0,0,1,3,3,3,1,1,1,1,2,2,1,3,2,1,3,3,2,5,2,0,1,3,3,1,2,1,2,2,4,4,0,0,3,1,0,5,0,1,3,0,2,1,2,3,1,1,3,0,0,1,0,0,0,1,2,3,1,2,1,1,0,0,1,0,4,0,5,1,0,1,3,1,1,0,2,2,1,1,0,1,1,3,1,3,1,2,1,4,1,2,2,2,2,1,2,2,1,1,0,2,3,2,3,0,2,0,2,3,4,1,3,1,5,3,1,2,4,1,4,1,4,1,3,2,2,1,3,1,2,1,1,4,2,1,1,0,1,3,5,2,4,0,3,1,0,2,4,0,1,1,1,1,1,2,4,4,2,4,4,3,3,0,3,2,2,2,1,0,2
" ","50-54 years",6,3,3,3,7,4,2,4,0,7,2,3,1,4,2,5,4,3,3,4,2,5,5,7,5,0,5,3,2,2,3,3,2,4,1,3,7,3,4,3,0,5,4,4,4,6,1,2,3,3,4,4,8,1,2,2,3,5,5,2,5,2,3,7,5,6,7,3,3,8,3,1,6,3,6,4,3,4,4,6,9,1,8,11,4,4,0,5,3,6,4,7,6,5,4,3,1,3,5,6,5,2,6,4,6,0,2,5,5,4,2,2,2,5,0,5,7,2,1,6,5,4,3,6,3,4,2,4,3,1,3,0,3,6,4,5,4,1,2,6,3,6,5,7,2,7,2,5,3,0,2,1,1,7,3,3,4,4,8,3,3,7,4,2,1,4,1,1,3,5,1,5,4,2,3,1,2,1,6,3,2,1,3,5,2,5,2,4,6,4,5,4,4,4,2,1,2,2,3,4,3,6,2,1,4,2,6,8,4,2,6,4,1,1,9,2,3,10,0,2,3,7,3,2,2,7,4,5,4,3,1,3,6,3,4,6,2,3,5,2,3,3,5,2,2,5,3,5,1,5,3,4,5,3,4,2,2,4,4,2,2,1,2,0,4,2,5,3,4,3,0,3,4,4,4,5,1,3,7,3,3,1,2,3,6,1,4,6,5,3,3,6,4,3,3,6,5,2,0,3,4,2,2,3,2,2,2,2,3,0,0,2,2,7,2,2,2,4,5,2,1,4,4,2,5,1,2,5,3,2,3,1,2,6,4,4,6,1,2,3,2,3,7,1,3,4,3,3,9,5,4,3,5,6,2,1,3,3,2,3,1,4,2,1,3
" ","55-59 years",4,9,10,6,6,2,6,1,6,8,2,5,5,7,5,6,6,9,3,8,4,4,8,7,4,5,7,2,6,5,5,8,5,6,5,7,5,4,10,7,8,9,5,13,6,5,8,14,7,8,2,1,8,4,8,3,7,4,8,8,9,6,9,6,5,11,3,4,14,6,8,5,7,8,7,9,4,5,6,3,6,5,8,6,2,2,1,8,5,5,3,6,5,5,7,6,2,8,2,5,12,7,9,2,3,5,4,9,5,1,7,4,7,8,5,1,3,5,5,8,7,5,6,8,5,10,6,9,8,5,5,1,7,5,4,7,6,5,5,3,6,3,3,7,2,8,6,5,5,8,1,8,5,8,4,8,6,6,8,2,5,7,2,2,1,6,3,2,3,5,4,3,6,5,8,2,5,4,3,4,5,3,8,7,6,4,4,4,5,5,3,8,1,4,5,7,4,9,6,14,10,5,5,4,4,5,6,11,9,2,12,5,5,6,3,4,6,2,4,4,4,8,7,5,7,3,7,9,8,9,2,3,5,1,8,4,5,8,5,2,11,5,2,3,8,4,3,3,4,3,3,4,5,4,6,6,6,6,7,7,8,3,6,5,3,3,3,7,3,4,8,4,4,7,6,10,4,5,7,4,2,4,2,3,9,10,3,4,6,4,6,3,4,6,4,3,8,5,5,4,3,3,3,6,6,6,2,7,6,5,5,4,3,4,12,4,2,5,5,6,8,7,4,8,6,6,4,7,3,9,1,4,5,5,2,3,13,1,12,9,5,4,2,7,7,5,3,3,1,5,8,7,7,6,6,7,9,9,6,4,6,5,5,5,7
" ","60-64 years",9,12,9,13,17,9,5,8,7,7,9,10,7,13,11,4,9,3,7,10,8,6,4,11,10,6,10,3,6,9,16,11,7,5,4,4,6,8,5,9,10,10,8,10,8,13,9,9,8,13,16,7,12,10,8,7,11,12,7,4,5,9,13,9,9,16,7,9,6,11,10,14,5,5,8,9,11,11,16,9,11,12,8,11,12,8,9,5,8,10,7,12,7,4,13,9,8,11,11,7,12,5,13,10,9,9,8,6,15,6,5,9,11,6,8,5,5,10,9,12,5,10,9,8,4,5,6,10,9,9,10,3,13,10,6,8,18,9,13,4,7,5,10,9,10,11,3,7,7,9,6,2,10,13,8,7,7,9,4,7,11,7,7,8,8,8,9,6,6,9,10,9,6,12,6,11,6,5,7,5,11,0,9,9,13,8,9,3,8,10,7,7,4,10,10,7,5,7,10,9,6,11,6,6,5,10,11,11,14,10,9,4,10,7,7,10,6,12,6,9,5,9,9,12,10,11,7,7,11,12,8,5,4,7,8,6,4,9,9,6,10,10,7,12,6,9,6,10,8,5,4,2,10,8,6,9,5,6,8,4,11,8,6,10,4,11,6,5,6,5,9,6,9,8,10,8,6,8,4,4,7,10,9,6,3,3,5,11,11,5,4,6,6,8,6,3,16,7,4,10,6,11,8,4,7,11,9,4,9,3,8,4,11,6,10,7,6,10,6,3,4,9,6,9,8,6,10,8,6,10,8,5,2,7,8,8,6,9,9,8,8,10,4,7,8,6,6,12,6,7,12,6,7,7,5,11,7,6,4,3,6,1,10,9,7
" ","65-69 years",16,13,13,18,9,12,9,6,17,10,6,13,13,6,16,15,16,18,15,12,7,10,10,13,9,17,18,5,8,11,7,17,22,12,9,11,18,17,10,12,15,15,22,15,9,8,17,11,14,11,13,15,18,11,12,11,17,13,13,26,20,15,14,17,15,21,16,15,20,11,20,8,9,14,11,10,17,14,20,10,13,11,13,10,8,16,8,11,14,15,12,11,7,10,14,9,13,12,11,14,13,7,5,13,12,15,11,15,8,9,6,12,8,19,16,8,8,14,17,10,12,20,12,6,10,6,12,13,9,13,10,16,12,11,13,15,11,18,15,11,7,13,15,12,7,8,9,18,10,7,12,10,13,8,12,11,11,7,11,8,18,9,7,8,11,12,9,11,14,10,13,15,14,9,11,12,10,8,6,16,10,14,16,10,13,12,16,12,6,9,12,18,11,9,14,10,11,15,9,6,12,7,13,10,12,10,12,6,10,16,20,10,10,12,10,13,11,9,14,22,18,13,12,8,7,13,8,17,12,12,12,11,13,13,9,10,14,16,8,11,8,13,10,12,8,8,13,21,10,13,6,11,13,9,13,9,14,13,11,11,15,14,10,15,11,15,14,9,14,10,11,9,8,6,17,15,5,18,9,10,11,12,11,17,17,13,14,11,16,8,8,12,17,7,11,13,10,11,8,14,12,10,10,8,10,17,13,10,8,12,18,10,11,15,18,8,6,8,9,10,8,8,14,10,19,9,11,11,12,7,12,15,8,13,6,11,12,16,7,12,13,9,13,13,9,15,8,15,9,16,11,12,12,15,11,8,11,11,14,15,9,15,16,8,17
" ","70-74 years",24,15,19,17,23,20,17,14,22,21,10,13,22,15,25,19,19,13,19,16,20,26,15,16,23,19,14,13,25,20,24,20,24,16,25,15,18,12,21,14,23,19,25,18,19,23,17,23,24,31,27,21,24,23,24,10,16,16,28,26,18,20,20,27,19,27,22,22,22,17,22,17,18,22,22,16,22,23,13,19,23,13,23,24,17,18,25,20,17,18,12,20,20,25,28,15,21,22,20,21,22,17,16,17,11,20,23,12,19,20,17,17,17,12,24,17,16,13,9,23,9,11,12,22,13,10,27,18,22,15,24,19,16,18,20,18,18,14,19,14,20,24,18,24,10,18,17,18,22,15,13,10,21,18,20,23,21,21,30,26,13,23,16,21,17,21,12,18,11,11,17,20,18,22,22,16,19,25,17,18,11,15,19,19,19,16,11,21,24,17,14,24,17,16,12,16,16,14,18,12,19,16,18,16,13,22,19,25,22,12,26,23,23,23,18,15,20,13,18,19,17,18,17,17,15,20,15,19,24,15,23,16,19,10,18,16,13,18,17,20,20,15,11,24,25,9,26,16,21,20,14,17,20,14,17,19,18,18,15,20,20,21,21,14,30,17,14,19,15,22,19,21,15,16,15,17,25,33,14,18,5,21,22,15,20,18,10,18,22,13,24,23,12,18,9,20,16,13,13,15,25,18,19,12,15,25,19,15,17,16,20,18,14,18,13,19,16,18,18,21,26,13,13,16,15,16,19,14,11,15,21,20,22,15,20,23,18,12,17,16,19,22,20,14,14,23,17,15,15,19,15,18,12,28,23,17,20,17,17,15,10,33,25,18,28
" ","75-79 years",20,19,22,18,17,33,15,15,20,30,16,27,21,16,20,23,20,28,20,28,25,26,24,29,28,26,24,19,19,22,26,29,25,17,18,22,24,23,18,22,30,28,26,24,17,17,25,18,22,24,24,21,25,23,19,28,25,28,27,32,26,34,30,23,28,32,19,27,20,10,30,30,16,22,24,27,27,21,33,25,28,21,21,22,17,25,37,21,27,21,25,19,28,20,13,18,16,24,24,19,21,28,26,31,14,22,21,13,25,21,34,14,23,19,17,21,17,12,16,17,26,18,18,23,26,17,24,21,17,16,22,11,15,20,19,18,17,14,25,25,23,12,21,9,17,17,19,25,13,22,22,28,16,13,14,18,20,24,27,19,14,12,20,13,28,22,9,20,12,16,28,19,11,16,11,13,16,24,17,19,19,23,19,13,18,21,12,20,19,22,19,27,16,24,20,19,21,18,20,18,22,21,13,21,21,19,27,26,20,25,22,22,25,20,17,27,20,13,23,18,19,20,22,25,13,15,14,22,24,19,15,11,14,21,22,16,17,19,15,8,18,26,20,11,20,25,22,19,21,17,24,21,26,15,14,18,19,20,14,19,20,19,18,20,19,20,17,14,19,12,19,19,22,30,19,21,15,9,14,14,20,17,18,16,20,15,22,19,18,19,21,12,25,23,25,24,20,19,28,22,23,18,28,16,24,22,24,17,23,26,14,21,13,23,15,23,27,17,26,19,17,16,16,22,24,20,21,29,13,12,18,20,18,22,20,23,25,21,24,26,20,20,24,30,16,23,25,19,17,26,25,19,21,31,24,16,21,25,26,25,19,19,37,17,18
" ","80-84 years",21,27,26,28,27,25,28,27,25,26,22,27,22,32,33,28,32,17,23,24,23,24,24,26,29,28,26,22,28,22,27,25,21,27,30,30,26,20,29,35,28,23,25,32,31,27,27,34,23,30,24,26,29,30,29,28,32,24,20,31,26,27,28,31,32,32,35,36,22,31,33,43,22,20,17,32,33,27,20,38,30,33,29,34,26,29,32,25,30,24,24,28,20,30,34,30,30,19,27,26,32,26,26,35,29,29,27,25,30,27,24,21,26,32,20,19,28,28,29,36,27,24,25,21,18,19,27,29,22,23,16,15,18,20,22,28,21,20,21,29,19,19,23,21,28,19,14,17,17,26,22,21,22,22,25,22,20,23,21,25,28,28,20,19,25,21,21,18,16,17,28,22,25,27,18,17,24,15,22,21,23,20,20,20,29,22,18,17,19,21,20,22,24,23,20,20,25,28,21,20,19,23,21,19,15,24,25,21,32,29,36,24,29,25,26,23,16,19,21,29,18,26,21,27,24,29,28,22,19,23,13,33,23,29,25,27,18,19,20,25,8,25,26,18,17,19,25,28,26,21,16,30,23,20,23,16,21,24,21,20,17,18,27,20,27,18,28,23,15,25,23,23,21,21,21,30,31,23,19,15,22,28,20,15,16,30,29,25,27,19,25,18,17,22,17,30,14,22,25,18,25,21,24,20,22,21,23,20,22,14,20,24,26,15,31,14,23,18,20,17,21,21,24,18,16,22,19,37,31,24,22,18,20,25,26,26,26,17,31,25,29,17,28,29,26,27,26,21,19,19,23,23,31,24,27,27,25,28,24,22,22,20,20,19,18
" ","85-89 years",22,29,33,27,28,28,27,29,26,35,34,25,30,24,29,31,25,23,32,22,29,24,22,27,26,22,25,29,22,23,29,27,30,29,29,19,23,22,30,39,34,25,26,29,31,30,37,33,26,17,25,26,41,26,30,36,30,28,37,37,27,31,35,37,38,35,31,24,31,36,31,41,28,22,36,23,27,27,35,30,35,29,37,34,26,24,31,24,34,22,30,26,29,24,23,32,23,19,22,32,30,19,24,33,28,26,22,22,17,28,24,20,23,26,9,21,24,30,19,17,26,21,23,17,22,22,28,32,17,24,22,26,18,22,24,18,26,27,18,28,20,17,30,23,22,24,12,18,20,32,25,21,17,20,21,21,21,20,19,21,24,18,26,22,16,18,30,18,15,27,29,24,15,19,19,26,26,17,41,23,30,15,24,21,34,25,17,20,24,21,17,19,25,22,15,23,31,22,24,26,23,22,16,27,27,26,29,26,27,19,23,30,21,18,20,22,20,27,24,23,25,25,19,20,21,25,29,28,22,22,23,21,19,25,31,26,32,27,27,18,24,24,24,19,15,27,25,20,23,16,18,29,23,27,24,24,13,16,16,20,25,33,16,22,22,14,23,18,22,25,27,27,17,26,26,31,24,28,25,26,20,19,23,28,17,25,26,15,15,20,16,21,25,20,20,16,26,30,26,14,24,23,20,23,38,20,25,29,27,18,25,24,29,24,20,21,19,20,17,23,23,25,22,24,26,26,21,18,20,31,19,32,22,23,26,21,20,29,19,21,23,23,30,27,22,15,33,24,23,24,20,23,17,24,30,26,16,24,26,19,24,19,21,25,21
" ","90-94 years",16,20,29,23,23,18,11,21,28,31,24,30,23,15,26,25,18,29,18,27,21,26,21,28,16,12,16,18,20,10,21,35,22,25,27,25,22,18,21,18,30,24,29,22,31,20,26,19,22,31,28,29,18,35,18,23,25,19,22,26,15,35,31,34,19,22,23,25,29,22,22,23,29,35,31,18,28,26,28,26,20,22,18,23,25,24,32,25,19,28,26,18,22,25,28,23,17,20,22,18,15,24,28,17,16,19,12,14,21,26,25,12,20,22,25,13,16,23,12,20,18,14,18,26,20,15,18,26,12,23,12,22,20,20,13,16,14,13,16,16,17,16,18,15,13,12,15,21,23,15,28,15,25,17,17,7,16,16,20,16,25,16,29,22,16,21,18,12,12,11,24,29,16,20,19,15,18,11,15,15,13,11,21,12,15,20,21,23,16,19,14,19,15,18,25,13,24,16,13,26,18,14,21,19,29,18,20,27,11,16,19,21,21,19,18,18,21,20,24,20,22,14,14,15,24,15,10,21,14,11,18,17,15,15,18,16,21,11,16,15,15,16,13,26,16,22,12,18,15,16,11,15,24,15,19,13,16,16,16,14,27,15,25,22,14,19,17,18,19,18,18,17,22,20,20,12,17,20,17,22,14,21,21,22,25,25,15,21,19,16,17,14,11,21,25,18,14,14,17,11,19,16,19,22,14,13,18,23,13,15,15,9,10,13,26,13,24,17,16,18,21,21,12,15,21,18,23,19,20,17,12,14,19,17,18,18,22,16,26,19,19,26,15,19,17,25,18,20,17,14,18,21,21,17,18,18,19,14,14,10,18,23,19,13,22
" ","95-99 years",9,4,10,8,7,9,7,15,12,9,10,15,7,10,12,8,12,8,8,9,13,9,13,11,9,5,11,9,8,8,9,12,7,10,10,9,14,5,14,9,12,11,7,15,9,19,14,7,16,12,8,8,10,10,14,10,9,10,12,8,12,14,21,10,13,17,10,9,11,15,10,10,11,9,12,11,3,9,10,11,11,11,7,7,11,14,7,4,12,7,8,9,10,12,12,5,7,5,9,14,8,8,10,5,9,9,7,9,6,10,11,3,8,6,8,9,12,9,8,14,5,9,7,5,4,8,6,12,6,11,9,8,7,10,8,6,12,7,4,6,7,12,7,7,6,10,11,8,7,5,3,7,1,9,7,5,1,4,10,9,4,3,9,7,9,9,6,9,8,10,9,8,7,6,10,6,9,6,4,5,7,6,9,11,9,8,9,4,10,3,4,7,8,11,10,9,8,7,10,5,5,7,9,7,6,9,13,8,4,12,10,15,7,8,8,8,8,5,7,15,6,10,7,6,10,14,9,10,5,3,9,8,5,10,3,6,6,9,13,10,7,6,1,7,4,5,6,9,7,6,7,7,5,8,4,11,17,5,2,6,5,6,7,4,5,9,4,8,6,7,9,10,3,6,12,3,8,5,9,13,8,7,12,5,7,12,9,4,4,7,9,5,10,4,11,6,4,12,4,8,3,7,9,10,7,3,10,6,8,16,8,7,8,12,5,10,6,7,6,11,7,8,9,5,7,7,6,8,9,9,10,9,7,10,11,8,8,6,9,15,8,8,9,12,9,10,6,8,9,9,13,7,13,7,5,8,9,8,11,6,6,7,5,8,9
" ","100 years and over",4,0,1,2,2,3,3,2,2,0,3,2,2,5,1,3,0,1,0,3,1,1,1,2,0,0,2,1,3,2,3,1,1,1,3,0,3,5,2,3,3,2,1,2,1,3,2,2,3,5,2,2,0,0,4,5,1,1,3,1,1,1,0,1,2,1,0,0,2,1,2,4,1,2,2,2,1,3,3,2,0,0,1,3,2,6,0,2,1,3,2,1,1,2,1,2,6,2,0,4,2,3,0,2,1,3,1,1,3,1,0,1,1,1,2,2,0,2,2,1,1,2,1,0,1,1,0,4,1,2,2,0,3,1,0,0,1,4,1,4,1,3,0,2,0,4,0,3,0,0,1,2,0,0,0,2,3,1,2,2,2,0,3,0,1,0,1,1,0,1,2,0,1,1,1,2,1,0,3,3,0,2,2,3,1,2,0,3,2,1,1,1,2,4,3,3,2,2,0,0,0,0,1,2,1,6,2,2,1,0,1,1,1,0,1,1,1,0,1,0,0,2,3,1,1,3,1,2,1,0,2,1,2,3,2,2,0,1,1,1,1,3,2,1,0,1,2,4,2,1,0,1,1,3,0,1,2,3,2,1,1,2,1,1,3,1,1,1,1,0,0,2,1,1,2,0,2,1,1,4,1,1,0,1,0,2,1,4,1,2,1,0,1,1,1,0,1,2,1,1,4,1,0,0,1,1,2,1,1,1,0,2,3,3,2,6,1,0,1,0,1,0,1,2,0,0,1,1,0,2,0,2,3,1,1,0,3,0,2,1,2,2,0,1,1,1,3,1,0,2,1,1,2,0,1,0,5,0,2,4,4,0,1,3,1

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

