"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2016M01D01","2016M01D02","2016M01D03","2016M01D04","2016M01D05","2016M01D06","2016M01D07","2016M01D08","2016M01D09","2016M01D10","2016M01D11","2016M01D12","2016M01D13","2016M01D14","2016M01D15","2016M01D16","2016M01D17","2016M01D18","2016M01D19","2016M01D20","2016M01D21","2016M01D22","2016M01D23","2016M01D24","2016M01D25","2016M01D26","2016M01D27","2016M01D28","2016M01D29","2016M01D30","2016M01D31","2016M02D01","2016M02D02","2016M02D03","2016M02D04","2016M02D05","2016M02D06","2016M02D07","2016M02D08","2016M02D09","2016M02D10","2016M02D11","2016M02D12","2016M02D13","2016M02D14","2016M02D15","2016M02D16","2016M02D17","2016M02D18","2016M02D19","2016M02D20","2016M02D21","2016M02D22","2016M02D23","2016M02D24","2016M02D25","2016M02D26","2016M02D27","2016M02D28","2016M02D29","2016M03D01","2016M03D02","2016M03D03","2016M03D04","2016M03D05","2016M03D06","2016M03D07","2016M03D08","2016M03D09","2016M03D10","2016M03D11","2016M03D12","2016M03D13","2016M03D14","2016M03D15","2016M03D16","2016M03D17","2016M03D18","2016M03D19","2016M03D20","2016M03D21","2016M03D22","2016M03D23","2016M03D24","2016M03D25","2016M03D26","2016M03D27","2016M03D28","2016M03D29","2016M03D30","2016M03D31","2016M04D01","2016M04D02","2016M04D03","2016M04D04","2016M04D05","2016M04D06","2016M04D07","2016M04D08","2016M04D09","2016M04D10","2016M04D11","2016M04D12","2016M04D13","2016M04D14","2016M04D15","2016M04D16","2016M04D17","2016M04D18","2016M04D19","2016M04D20","2016M04D21","2016M04D22","2016M04D23","2016M04D24","2016M04D25","2016M04D26","2016M04D27","2016M04D28","2016M04D29","2016M04D30","2016M05D01","2016M05D02","2016M05D03","2016M05D04","2016M05D05","2016M05D06","2016M05D07","2016M05D08","2016M05D09","2016M05D10","2016M05D11","2016M05D12","2016M05D13","2016M05D14","2016M05D15","2016M05D16","2016M05D17","2016M05D18","2016M05D19","2016M05D20","2016M05D21","2016M05D22","2016M05D23","2016M05D24","2016M05D25","2016M05D26","2016M05D27","2016M05D28","2016M05D29","2016M05D30","2016M05D31","2016M06D01","2016M06D02","2016M06D03","2016M06D04","2016M06D05","2016M06D06","2016M06D07","2016M06D08","2016M06D09","2016M06D10","2016M06D11","2016M06D12","2016M06D13","2016M06D14","2016M06D15","2016M06D16","2016M06D17","2016M06D18","2016M06D19","2016M06D20","2016M06D21","2016M06D22","2016M06D23","2016M06D24","2016M06D25","2016M06D26","2016M06D27","2016M06D28","2016M06D29","2016M06D30","2016M07D01","2016M07D02","2016M07D03","2016M07D04","2016M07D05","2016M07D06","2016M07D07","2016M07D08","2016M07D09","2016M07D10","2016M07D11","2016M07D12","2016M07D13","2016M07D14","2016M07D15","2016M07D16","2016M07D17","2016M07D18","2016M07D19","2016M07D20","2016M07D21","2016M07D22","2016M07D23","2016M07D24","2016M07D25","2016M07D26","2016M07D27","2016M07D28","2016M07D29","2016M07D30","2016M07D31","2016M08D01","2016M08D02","2016M08D03","2016M08D04","2016M08D05","2016M08D06","2016M08D07","2016M08D08","2016M08D09","2016M08D10","2016M08D11","2016M08D12","2016M08D13","2016M08D14","2016M08D15","2016M08D16","2016M08D17","2016M08D18","2016M08D19","2016M08D20","2016M08D21","2016M08D22","2016M08D23","2016M08D24","2016M08D25","2016M08D26","2016M08D27","2016M08D28","2016M08D29","2016M08D30","2016M08D31","2016M09D01","2016M09D02","2016M09D03","2016M09D04","2016M09D05","2016M09D06","2016M09D07","2016M09D08","2016M09D09","2016M09D10","2016M09D11","2016M09D12","2016M09D13","2016M09D14","2016M09D15","2016M09D16","2016M09D17","2016M09D18","2016M09D19","2016M09D20","2016M09D21","2016M09D22","2016M09D23","2016M09D24","2016M09D25","2016M09D26","2016M09D27","2016M09D28","2016M09D29","2016M09D30","2016M10D01","2016M10D02","2016M10D03","2016M10D04","2016M10D05","2016M10D06","2016M10D07","2016M10D08","2016M10D09","2016M10D10","2016M10D11","2016M10D12","2016M10D13","2016M10D14","2016M10D15","2016M10D16","2016M10D17","2016M10D18","2016M10D19","2016M10D20","2016M10D21","2016M10D22","2016M10D23","2016M10D24","2016M10D25","2016M10D26","2016M10D27","2016M10D28","2016M10D29","2016M10D30","2016M10D31","2016M11D01","2016M11D02","2016M11D03","2016M11D04","2016M11D05","2016M11D06","2016M11D07","2016M11D08","2016M11D09","2016M11D10","2016M11D11","2016M11D12","2016M11D13","2016M11D14","2016M11D15","2016M11D16","2016M11D17","2016M11D18","2016M11D19","2016M11D20","2016M11D21","2016M11D22","2016M11D23","2016M11D24","2016M11D25","2016M11D26","2016M11D27","2016M11D28","2016M11D29","2016M11D30","2016M12D01","2016M12D02","2016M12D03","2016M12D04","2016M12D05","2016M12D06","2016M12D07","2016M12D08","2016M12D09","2016M12D10","2016M12D11","2016M12D12","2016M12D13","2016M12D14","2016M12D15","2016M12D16","2016M12D17","2016M12D18","2016M12D19","2016M12D20","2016M12D21","2016M12D22","2016M12D23","2016M12D24","2016M12D25","2016M12D26","2016M12D27","2016M12D28","2016M12D29","2016M12D30","2016M12D31"
" ","40-44 years",2,0,1,0,2,2,2,1,0,1,1,1,1,0,3,2,0,0,1,0,0,0,0,0,1,1,2,0,2,2,3,1,2,1,4,0,1,3,3,1,0,3,3,5,3,0,2,2,1,1,4,0,0,2,1,2,0,0,2,1,1,2,1,0,1,1,0,3,2,3,0,0,0,0,0,1,0,2,0,2,1,0,0,1,2,0,4,1,2,0,1,1,2,3,1,1,0,0,1,2,3,3,0,2,2,0,0,1,2,1,2,3,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,2,3,2,0,3,1,2,1,3,1,4,1,0,1,2,0,0,0,2,0,1,1,2,1,2,3,0,3,2,1,0,0,0,0,0,1,0,1,1,0,1,2,0,2,1,1,2,1,2,0,2,0,2,0,0,0,3,2,0,0,3,0,0,1,1,1,7,1,0,1,1,3,1,1,0,0,1,3,1,2,2,0,1,2,3,1,0,1,3,1,0,3,0,1,3,1,1,0,2,1,1,0,0,0,0,0,1,0,1,1,1,0,3,2,2,1,2,1,1,0,2,1,1,2,2,1,1,1,1,3,0,3,1,1,1,2,3,0,0,2,2,1,1,0,4,1,0,3,3,1,2,0,1,1,1,0,1,2,0,0,0,0,3,1,0,1,1,2,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,3,0,0,0,2,1,7,1,0,2,0,0,1,0,1,0,0,0,2,3,1,0,1,1,1,0,1,1,0,2,0,3,2,0,2,0,1,0,0,3,4,0,0,0,0,1,3,2,0,2,0,1
" ","45-49 years",1,1,1,3,0,1,2,1,3,1,1,2,1,4,2,1,0,2,5,3,1,1,3,2,3,3,1,4,3,4,1,2,3,1,2,5,3,3,1,2,4,1,2,1,2,2,4,3,5,1,0,2,1,2,0,4,1,4,0,1,3,5,6,3,0,1,6,3,3,2,3,1,2,2,1,3,0,3,5,3,2,5,2,3,1,2,2,5,3,4,4,3,4,2,1,3,4,3,4,1,1,3,6,2,4,2,4,5,2,4,2,2,1,2,3,0,0,0,5,2,3,2,3,4,1,0,2,1,2,1,1,1,1,2,2,0,1,1,0,1,2,1,4,2,2,3,3,4,2,0,1,0,1,3,2,0,0,2,0,2,2,0,0,1,0,1,1,0,4,3,1,2,1,3,1,3,1,1,1,1,3,0,3,1,1,2,3,2,2,2,3,2,2,4,1,0,1,1,1,3,1,4,0,2,1,4,0,3,1,4,1,0,1,2,2,1,2,3,0,2,3,3,1,2,2,2,3,2,1,2,1,1,2,4,4,2,3,2,3,2,0,3,2,1,3,2,3,2,1,1,1,1,1,2,5,2,1,3,2,4,3,2,3,2,1,3,2,2,2,1,2,3,2,1,3,5,2,3,1,1,0,2,2,3,3,1,2,1,0,1,1,0,5,2,1,3,2,1,2,1,1,1,2,1,1,5,2,2,1,1,0,5,0,2,3,5,0,2,1,0,1,3,6,3,2,4,2,2,2,1,3,2,8,1,4,2,5,0,3,4,2,0,2,1,0,4,1,5,3,4,1,2,3,3,1,0,1,2,1,2,2,2,0,2,3,2
" ","50-54 years",4,4,1,2,3,6,5,1,4,1,1,3,4,7,5,3,1,5,4,1,4,4,3,6,8,4,3,5,3,6,1,7,4,3,1,4,6,2,3,0,3,2,3,4,2,8,7,4,2,4,7,3,8,3,6,7,2,2,9,3,3,7,6,7,4,2,4,6,4,4,4,3,4,7,5,2,3,3,8,3,3,2,5,3,2,3,4,2,4,3,1,2,4,4,1,7,0,2,7,3,5,0,7,1,4,9,3,2,4,5,2,4,2,1,1,4,4,5,6,1,2,4,4,6,3,8,3,5,2,1,3,6,4,4,1,3,3,3,2,5,3,1,5,2,2,3,4,6,3,2,2,5,1,2,5,1,2,3,1,3,1,4,3,4,5,2,1,4,3,1,3,4,2,3,5,5,3,1,4,3,3,5,2,0,1,0,3,5,2,4,2,4,2,1,6,7,4,2,4,4,5,3,5,2,3,3,3,4,4,1,3,3,4,4,3,4,2,6,2,7,7,5,5,6,2,3,4,10,2,4,2,2,2,5,3,3,3,4,2,2,3,3,3,2,3,3,3,3,9,4,6,7,2,1,1,5,6,5,2,5,3,4,3,3,3,1,4,5,0,3,2,2,4,4,3,0,1,2,3,2,2,4,8,5,6,1,4,1,7,4,3,1,3,4,6,3,1,3,2,7,3,3,5,7,4,4,4,1,3,1,4,2,0,4,6,2,4,3,3,4,2,1,8,2,2,5,6,2,2,1,3,5,6,4,5,4,8,3,0,6,4,2,3,7,4,4,6,7,0,7,2,2,6,5,8,3,5,3,2,5,6,4,6,4,5,2
" ","55-59 years",7,3,4,4,10,10,4,12,9,5,8,3,9,6,0,7,6,2,3,5,9,6,3,6,5,3,5,7,8,2,6,3,10,5,5,6,9,4,10,6,3,4,8,3,6,3,11,6,10,8,3,6,7,8,4,7,5,7,9,9,6,4,3,11,9,7,5,6,12,8,9,6,5,8,8,6,5,5,2,4,4,4,9,4,11,2,7,8,6,6,5,8,3,1,7,7,3,5,2,6,5,6,4,9,10,9,4,12,2,5,7,5,7,5,5,7,1,7,6,2,6,5,5,8,9,3,9,5,2,4,6,7,4,5,10,4,5,2,6,5,3,5,6,9,6,6,6,2,3,6,7,3,3,4,5,5,4,5,3,8,2,8,2,8,4,4,4,0,3,1,10,4,3,10,7,10,7,4,3,6,5,6,3,7,10,4,5,4,5,3,6,6,7,2,2,3,6,1,6,5,5,5,5,7,6,3,10,9,6,4,5,3,8,7,7,5,6,2,4,5,4,3,6,4,4,5,12,4,5,2,6,9,3,3,9,5,7,5,4,4,6,6,6,4,5,6,3,5,5,7,4,5,9,6,9,7,3,10,3,7,5,8,4,4,4,5,5,7,8,9,4,9,3,10,5,5,9,4,7,7,9,3,4,8,4,8,12,9,4,3,10,6,1,6,4,3,6,5,5,5,1,6,7,5,7,3,10,2,4,6,10,2,8,3,5,8,5,4,11,4,9,5,6,6,10,7,7,4,6,5,4,6,8,4,2,7,4,7,2,7,5,3,7,4,6,3,8,5,10,6,7,3,6,10,9,2,3,7,8,6,4,5,7,8,6,7
" ","60-64 years",11,5,6,15,4,12,4,8,8,8,10,13,12,4,6,5,5,5,9,8,10,13,14,5,7,9,7,3,17,9,2,11,10,9,12,12,7,5,5,4,10,12,8,9,10,6,5,11,8,12,9,7,10,9,7,6,7,11,9,15,14,9,9,8,4,14,9,7,6,13,5,11,9,11,7,5,8,9,8,9,10,10,5,7,12,10,9,10,12,7,12,6,12,12,9,12,14,7,11,10,4,8,8,4,14,14,9,5,6,9,10,9,4,7,13,10,5,15,6,8,13,7,6,5,9,6,14,16,15,6,12,9,4,11,8,9,6,8,5,5,8,6,8,8,6,5,6,8,5,9,7,9,7,11,5,3,8,12,9,9,6,7,10,10,6,11,10,6,8,4,7,8,8,6,6,19,13,11,9,7,10,13,9,10,2,11,9,4,5,6,10,6,8,7,10,11,9,5,10,12,3,9,9,5,13,9,10,16,8,3,9,7,5,7,9,7,6,6,9,7,10,9,12,6,10,7,9,9,6,9,5,6,8,11,8,9,10,9,8,7,5,11,6,5,8,3,8,7,7,9,8,9,10,8,5,4,7,5,6,6,9,6,10,13,12,8,10,9,8,12,8,9,14,12,12,4,9,5,11,10,7,9,13,12,11,8,9,5,8,8,9,7,7,8,6,9,7,9,15,12,6,10,8,5,5,13,8,7,6,13,8,16,8,7,12,10,17,6,8,4,5,13,7,8,12,9,8,11,6,11,11,7,7,11,4,7,6,8,13,8,5,7,3,13,1,8,10,12,5,3,11,10,12,12,6,4,10,10,8,6,7,9,7,12,7,13
" ","65-69 years",13,15,12,11,16,9,15,17,15,11,10,10,18,12,5,17,15,10,16,5,11,14,13,18,10,10,13,23,17,14,16,16,20,15,17,18,10,10,15,10,15,15,12,13,19,13,8,15,15,18,16,15,12,15,15,11,16,20,17,9,14,17,13,14,15,9,14,19,13,14,16,13,15,13,11,17,13,16,9,20,17,20,12,21,11,10,9,19,9,5,17,14,15,9,18,17,9,19,15,15,7,14,11,9,9,10,13,12,13,9,9,18,9,11,6,7,13,9,25,14,17,13,10,9,12,11,12,11,14,18,11,13,15,15,12,11,23,13,21,12,12,17,6,14,9,12,9,8,13,14,10,8,20,11,11,9,11,13,9,13,11,5,9,13,12,14,10,8,13,10,10,12,15,12,10,9,11,13,9,11,7,11,10,13,10,9,12,9,12,8,11,10,12,10,7,13,9,11,14,11,15,14,11,12,9,11,16,15,12,9,15,10,6,12,14,12,12,10,8,16,16,4,12,9,12,12,10,19,13,9,9,9,15,8,8,9,13,9,15,11,16,13,23,10,11,10,12,11,10,11,11,18,11,14,9,11,12,12,10,11,10,12,10,12,12,18,11,6,8,12,9,14,15,12,10,19,11,11,14,8,12,10,19,10,11,14,10,10,9,12,14,12,15,6,9,15,10,12,12,9,15,9,18,14,13,9,9,14,12,8,12,8,13,11,16,13,19,12,11,12,17,9,13,16,13,18,15,12,12,15,11,14,10,10,17,10,11,10,12,14,14,14,10,19,11,24,10,6,10,10,13,16,15,12,17,14,9,15,18,12,11,15,15,10,11,11
" ","70-74 years",15,15,12,19,21,20,6,21,23,20,13,27,11,25,18,26,19,16,17,24,14,17,14,16,18,23,24,23,15,15,19,22,15,14,20,9,23,21,19,23,14,9,24,14,11,9,15,12,21,18,22,13,20,14,27,21,18,17,22,17,16,19,17,19,16,21,29,18,16,13,21,27,14,17,12,18,11,25,23,23,18,15,11,23,13,21,17,16,14,19,18,20,23,8,21,10,17,18,14,11,19,15,16,19,22,20,17,26,12,17,15,21,17,22,14,15,20,10,17,20,20,16,29,15,14,18,18,14,21,18,15,19,13,15,17,20,11,25,19,17,11,9,13,17,10,22,13,19,18,11,15,14,18,18,16,19,21,21,21,14,12,11,17,23,16,15,16,22,18,18,13,22,16,16,14,11,17,18,13,13,19,17,23,20,20,19,9,15,21,14,17,17,26,21,13,14,10,15,18,17,17,13,21,17,17,19,19,15,11,14,19,17,5,13,13,14,15,17,13,14,16,9,10,13,18,15,15,17,9,17,17,16,19,8,16,19,20,20,23,17,18,14,14,12,15,27,17,12,13,22,15,14,12,24,10,16,23,21,24,17,14,19,16,18,11,13,14,24,13,17,19,19,13,20,17,20,13,15,16,18,14,11,13,23,22,11,18,23,12,15,20,19,13,23,23,23,24,19,16,15,17,16,14,19,18,17,12,21,17,17,8,28,16,17,20,10,19,18,15,23,23,17,16,17,9,15,19,19,22,19,13,12,17,18,25,18,18,18,16,13,17,22,11,18,16,24,31,19,10,24,20,19,12,13,19,13,10,23,12,26,23,14,19,22,12,30
" ","75-79 years",20,10,23,19,16,23,23,22,17,13,15,13,16,23,26,19,24,15,22,13,18,26,26,23,22,19,27,29,19,22,23,20,16,22,16,16,18,14,15,16,20,17,23,13,16,23,20,27,8,26,25,12,20,11,16,7,32,18,26,22,16,17,18,18,22,16,20,22,16,19,19,29,17,27,20,21,19,24,20,32,20,25,32,14,16,22,18,23,26,25,16,19,18,13,15,24,23,15,20,20,20,22,11,12,19,21,26,19,18,18,12,19,21,19,26,22,16,19,22,15,18,20,20,17,19,12,15,18,23,20,24,21,27,17,20,15,15,17,21,23,22,10,23,22,20,21,22,16,23,19,21,14,15,24,18,18,11,16,20,10,17,13,18,25,25,21,17,16,14,17,9,14,17,22,28,24,12,11,17,14,13,14,18,13,18,17,16,19,22,19,18,19,12,21,18,15,18,16,12,12,10,16,16,15,14,18,24,26,13,17,15,19,22,18,15,19,21,16,22,12,23,15,18,22,17,14,12,14,19,20,13,11,16,18,14,14,17,17,16,21,10,19,12,21,14,23,18,14,15,15,20,15,13,25,10,13,26,10,22,18,14,13,13,16,16,20,25,23,21,16,15,15,22,18,26,11,18,10,12,13,20,17,17,23,24,23,23,14,22,20,22,22,27,18,22,20,20,10,18,23,13,14,16,28,16,16,21,16,22,27,23,17,21,21,17,11,17,14,19,24,8,26,18,27,14,26,19,19,21,25,11,21,17,27,21,19,17,14,17,20,22,15,19,17,18,22,24,18,20,21,22,21,15,15,15,26,23,23,25,24,31,19,27,30,29,20
" ","80-84 years",30,26,24,18,23,22,20,24,25,26,26,36,20,24,27,13,26,18,31,20,24,22,27,23,26,17,27,27,25,19,27,25,27,30,15,20,27,23,26,23,29,24,17,15,25,24,26,19,20,23,19,29,23,15,22,24,28,23,36,24,27,22,29,28,33,24,31,29,23,34,30,26,28,28,16,28,23,23,23,24,19,28,18,24,20,25,17,35,29,21,34,24,25,32,19,16,28,26,21,13,24,17,14,32,19,22,31,15,22,18,25,26,17,24,27,20,27,18,20,16,18,15,21,28,19,29,21,18,36,19,22,22,21,17,25,27,13,16,23,19,18,21,24,17,19,17,25,28,28,18,23,23,31,25,19,27,29,20,20,23,19,13,16,21,14,19,23,18,23,16,20,23,16,27,21,23,21,23,19,10,19,20,18,14,20,21,19,18,20,15,19,23,23,26,18,14,23,33,17,16,23,29,17,27,17,33,21,20,9,22,26,21,20,18,20,20,22,21,24,12,21,19,21,22,25,16,26,18,21,17,24,25,28,19,19,19,16,26,25,19,18,20,20,26,20,17,17,30,22,19,35,19,16,22,11,11,22,19,27,20,25,31,17,16,14,23,20,14,20,13,25,22,13,23,19,19,19,17,12,18,17,25,20,19,18,24,22,23,20,30,28,20,29,15,25,15,27,23,21,30,20,22,22,31,31,35,27,23,15,25,25,25,21,21,21,21,25,21,20,21,25,16,24,23,23,23,27,20,17,21,29,21,22,12,22,27,22,16,12,21,18,22,22,25,20,22,26,35,18,27,24,23,21,13,20,26,15,21,25,22,20,25,27,20,27,19
" ","85-89 years",17,26,23,24,26,28,33,25,28,23,36,28,27,17,23,21,31,19,25,33,25,28,26,20,31,33,17,24,14,23,30,25,24,17,21,27,32,28,28,25,22,27,26,29,19,15,16,27,28,24,24,29,16,31,21,25,33,20,25,25,24,21,31,30,29,27,20,25,21,25,25,25,28,38,24,27,23,27,30,27,36,32,29,18,29,15,25,30,27,23,17,18,20,20,31,18,25,18,26,23,25,28,30,26,27,19,27,28,20,26,20,24,35,23,20,28,20,19,24,28,24,20,20,16,27,19,32,29,26,17,31,27,26,25,25,18,16,16,22,20,26,32,22,24,30,24,23,20,17,20,18,21,24,26,24,23,15,24,24,20,20,19,20,19,31,14,28,25,25,18,23,23,31,22,16,26,21,22,22,16,12,15,23,18,24,21,24,25,20,17,20,28,19,24,16,22,24,22,13,23,19,26,18,30,20,26,13,32,21,23,23,17,12,20,22,13,19,23,22,18,24,21,30,16,24,25,22,26,19,19,18,24,30,22,26,18,28,29,22,17,28,24,30,17,15,17,15,27,19,20,20,20,23,23,22,19,21,20,30,16,16,20,20,21,21,27,20,14,18,23,24,22,20,20,18,10,20,15,32,13,20,24,24,24,16,27,33,25,23,22,29,19,19,23,28,17,12,19,18,21,32,20,18,17,27,15,21,29,24,24,27,29,25,19,20,20,23,21,28,32,25,28,20,14,31,39,26,21,21,16,25,13,23,21,21,29,23,29,24,18,33,19,27,22,22,23,19,22,28,28,22,10,28,22,22,23,22,30,35,27,21,25,26,16,26,29
" ","90-94 years",12,17,13,14,24,19,23,24,20,27,18,15,12,16,29,19,17,23,17,20,23,23,15,17,21,26,19,27,17,13,18,25,23,16,17,21,17,23,22,24,22,23,18,16,18,16,21,20,12,18,18,12,18,13,21,20,23,21,22,13,24,26,19,17,27,26,19,20,14,25,21,19,23,24,24,15,26,18,24,18,26,16,17,27,18,22,23,16,17,23,20,20,19,20,10,21,19,20,18,24,14,25,16,19,18,20,15,23,17,19,16,15,23,11,16,21,23,10,20,14,18,11,14,14,23,15,21,22,12,14,23,20,15,14,17,17,14,15,11,19,14,17,13,21,14,25,18,22,12,11,22,19,8,15,14,14,15,16,21,15,16,16,19,14,22,16,14,18,15,17,19,9,19,22,11,19,20,15,20,19,19,21,26,15,15,12,12,16,12,25,13,19,12,12,17,16,11,10,17,15,16,16,16,19,23,13,21,16,15,20,25,19,15,17,15,12,17,15,23,14,26,14,18,15,15,23,14,15,8,19,16,18,12,17,11,21,16,22,16,8,14,20,8,10,25,17,17,15,21,21,10,20,19,16,21,12,9,22,16,13,18,14,25,18,13,20,11,16,14,14,32,15,25,16,23,11,9,14,15,20,16,20,16,8,21,14,24,22,16,17,18,28,17,23,19,17,16,14,17,13,20,16,16,11,26,16,20,16,25,18,11,17,13,13,19,14,27,22,15,19,20,11,23,18,20,21,8,25,23,21,21,23,16,20,29,18,17,16,17,18,14,33,13,18,29,20,18,24,23,19,16,18,21,18,21,29,25,17,23,13,22,20,25,24,28,21
" ","95-99 years",5,6,8,7,9,7,2,6,9,13,6,8,5,13,7,9,7,6,3,8,7,9,7,10,5,4,9,10,9,10,12,12,6,5,9,3,10,11,4,7,7,9,7,11,9,8,9,9,13,12,7,8,9,13,14,11,9,10,12,8,13,10,7,11,10,12,4,11,8,6,8,7,8,10,13,15,6,7,14,5,10,11,10,7,4,3,6,2,7,9,7,9,9,10,9,4,3,8,5,10,13,6,8,7,4,12,12,4,6,8,9,10,12,14,8,8,12,7,6,6,5,9,11,10,7,8,7,8,7,6,8,10,5,11,8,7,4,5,11,4,8,8,5,5,6,4,9,13,6,10,10,10,4,4,8,10,6,7,3,9,4,15,9,7,7,6,7,3,13,7,7,2,7,9,5,7,8,11,14,4,4,8,15,2,4,9,4,7,5,9,6,14,4,5,8,6,4,4,6,12,4,6,5,7,14,5,8,7,8,10,10,9,3,2,5,7,12,7,8,7,7,3,5,2,9,5,7,3,6,7,4,8,8,10,6,8,5,11,5,11,10,2,6,7,2,4,8,7,7,5,11,6,8,11,4,8,5,2,8,5,9,2,4,7,3,6,1,6,0,4,6,7,4,8,8,9,6,1,7,9,7,9,9,4,9,6,7,4,14,5,6,7,8,12,5,8,12,4,11,13,9,8,7,3,6,10,5,8,4,5,2,12,8,8,4,5,5,12,5,11,5,9,7,9,7,10,5,14,6,7,9,3,13,7,5,8,8,5,9,4,5,14,5,12,10,9,10,10,9,7,4,7,7,12,7,8,5,5,8,10,12,9,7,7,10,13
" ","100 years and over",0,1,1,4,1,0,3,2,1,0,2,3,2,0,1,0,3,1,1,5,1,0,1,1,2,1,3,1,2,2,0,2,0,2,1,2,3,2,1,4,1,1,1,3,0,3,1,1,1,1,1,2,3,2,1,2,0,0,1,1,1,1,2,1,0,4,3,3,2,2,2,1,0,3,4,0,2,2,0,3,0,2,3,1,1,3,0,2,1,5,3,1,3,1,2,1,2,1,1,4,1,2,1,1,0,1,0,1,7,1,1,2,0,0,4,1,1,2,1,4,3,0,3,1,1,3,2,0,1,2,3,2,1,0,3,1,0,2,0,1,2,0,7,3,0,2,1,2,1,0,2,0,1,2,0,3,0,0,0,1,2,1,0,0,2,2,0,0,1,0,1,1,2,3,3,0,2,0,5,2,3,1,0,3,0,1,3,0,0,1,2,0,2,1,5,0,3,1,2,1,2,1,1,2,2,0,1,2,2,1,1,1,1,1,2,1,0,1,4,0,1,1,0,2,1,0,4,0,2,1,3,3,1,0,4,3,0,1,4,4,2,0,1,3,6,1,0,0,2,0,0,1,0,6,0,1,0,0,1,1,1,1,0,3,1,2,0,0,0,0,1,1,0,2,1,3,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,2,1,3,0,3,0,3,4,5,1,2,1,0,1,2,0,0,1,0,4,0,2,2,0,0,2,1,0,3,2,1,1,2,2,3,0,3,1,2,1,0,0,3,1,1,0,1,2,2,7,2,2,2,1,2,1,1,0,3,1,2,2,1,1,0,1,1,0,1,2,2,1,3

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

