"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2012M01D01","2012M01D02","2012M01D03","2012M01D04","2012M01D05","2012M01D06","2012M01D07","2012M01D08","2012M01D09","2012M01D10","2012M01D11","2012M01D12","2012M01D13","2012M01D14","2012M01D15","2012M01D16","2012M01D17","2012M01D18","2012M01D19","2012M01D20","2012M01D21","2012M01D22","2012M01D23","2012M01D24","2012M01D25","2012M01D26","2012M01D27","2012M01D28","2012M01D29","2012M01D30","2012M01D31","2012M02D01","2012M02D02","2012M02D03","2012M02D04","2012M02D05","2012M02D06","2012M02D07","2012M02D08","2012M02D09","2012M02D10","2012M02D11","2012M02D12","2012M02D13","2012M02D14","2012M02D15","2012M02D16","2012M02D17","2012M02D18","2012M02D19","2012M02D20","2012M02D21","2012M02D22","2012M02D23","2012M02D24","2012M02D25","2012M02D26","2012M02D27","2012M02D28","2012M02D29","2012M03D01","2012M03D02","2012M03D03","2012M03D04","2012M03D05","2012M03D06","2012M03D07","2012M03D08","2012M03D09","2012M03D10","2012M03D11","2012M03D12","2012M03D13","2012M03D14","2012M03D15","2012M03D16","2012M03D17","2012M03D18","2012M03D19","2012M03D20","2012M03D21","2012M03D22","2012M03D23","2012M03D24","2012M03D25","2012M03D26","2012M03D27","2012M03D28","2012M03D29","2012M03D30","2012M03D31","2012M04D01","2012M04D02","2012M04D03","2012M04D04","2012M04D05","2012M04D06","2012M04D07","2012M04D08","2012M04D09","2012M04D10","2012M04D11","2012M04D12","2012M04D13","2012M04D14","2012M04D15","2012M04D16","2012M04D17","2012M04D18","2012M04D19","2012M04D20","2012M04D21","2012M04D22","2012M04D23","2012M04D24","2012M04D25","2012M04D26","2012M04D27","2012M04D28","2012M04D29","2012M04D30","2012M05D01","2012M05D02","2012M05D03","2012M05D04","2012M05D05","2012M05D06","2012M05D07","2012M05D08","2012M05D09","2012M05D10","2012M05D11","2012M05D12","2012M05D13","2012M05D14","2012M05D15","2012M05D16","2012M05D17","2012M05D18","2012M05D19","2012M05D20","2012M05D21","2012M05D22","2012M05D23","2012M05D24","2012M05D25","2012M05D26","2012M05D27","2012M05D28","2012M05D29","2012M05D30","2012M05D31","2012M06D01","2012M06D02","2012M06D03","2012M06D04","2012M06D05","2012M06D06","2012M06D07","2012M06D08","2012M06D09","2012M06D10","2012M06D11","2012M06D12","2012M06D13","2012M06D14","2012M06D15","2012M06D16","2012M06D17","2012M06D18","2012M06D19","2012M06D20","2012M06D21","2012M06D22","2012M06D23","2012M06D24","2012M06D25","2012M06D26","2012M06D27","2012M06D28","2012M06D29","2012M06D30","2012M07D01","2012M07D02","2012M07D03","2012M07D04","2012M07D05","2012M07D06","2012M07D07","2012M07D08","2012M07D09","2012M07D10","2012M07D11","2012M07D12","2012M07D13","2012M07D14","2012M07D15","2012M07D16","2012M07D17","2012M07D18","2012M07D19","2012M07D20","2012M07D21","2012M07D22","2012M07D23","2012M07D24","2012M07D25","2012M07D26","2012M07D27","2012M07D28","2012M07D29","2012M07D30","2012M07D31","2012M08D01","2012M08D02","2012M08D03","2012M08D04","2012M08D05","2012M08D06","2012M08D07","2012M08D08","2012M08D09","2012M08D10","2012M08D11","2012M08D12","2012M08D13","2012M08D14","2012M08D15","2012M08D16","2012M08D17","2012M08D18","2012M08D19","2012M08D20","2012M08D21","2012M08D22","2012M08D23","2012M08D24","2012M08D25","2012M08D26","2012M08D27","2012M08D28","2012M08D29","2012M08D30","2012M08D31","2012M09D01","2012M09D02","2012M09D03","2012M09D04","2012M09D05","2012M09D06","2012M09D07","2012M09D08","2012M09D09","2012M09D10","2012M09D11","2012M09D12","2012M09D13","2012M09D14","2012M09D15","2012M09D16","2012M09D17","2012M09D18","2012M09D19","2012M09D20","2012M09D21","2012M09D22","2012M09D23","2012M09D24","2012M09D25","2012M09D26","2012M09D27","2012M09D28","2012M09D29","2012M09D30","2012M10D01","2012M10D02","2012M10D03","2012M10D04","2012M10D05","2012M10D06","2012M10D07","2012M10D08","2012M10D09","2012M10D10","2012M10D11","2012M10D12","2012M10D13","2012M10D14","2012M10D15","2012M10D16","2012M10D17","2012M10D18","2012M10D19","2012M10D20","2012M10D21","2012M10D22","2012M10D23","2012M10D24","2012M10D25","2012M10D26","2012M10D27","2012M10D28","2012M10D29","2012M10D30","2012M10D31","2012M11D01","2012M11D02","2012M11D03","2012M11D04","2012M11D05","2012M11D06","2012M11D07","2012M11D08","2012M11D09","2012M11D10","2012M11D11","2012M11D12","2012M11D13","2012M11D14","2012M11D15","2012M11D16","2012M11D17","2012M11D18","2012M11D19","2012M11D20","2012M11D21","2012M11D22","2012M11D23","2012M11D24","2012M11D25","2012M11D26","2012M11D27","2012M11D28","2012M11D29","2012M11D30","2012M12D01","2012M12D02","2012M12D03","2012M12D04","2012M12D05","2012M12D06","2012M12D07","2012M12D08","2012M12D09","2012M12D10","2012M12D11","2012M12D12","2012M12D13","2012M12D14","2012M12D15","2012M12D16","2012M12D17","2012M12D18","2012M12D19","2012M12D20","2012M12D21","2012M12D22","2012M12D23","2012M12D24","2012M12D25","2012M12D26","2012M12D27","2012M12D28","2012M12D29","2012M12D30","2012M12D31"
" ","40-44 years",2,3,4,1,2,1,0,2,1,2,0,1,3,1,0,3,1,1,3,1,1,0,2,3,1,2,1,1,0,0,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,3,1,1,0,0,2,1,1,0,1,1,1,1,0,0,1,1,1,3,3,1,2,1,1,2,1,1,0,0,2,3,2,0,1,1,2,2,2,0,0,1,2,1,1,2,2,1,4,2,2,0,1,1,3,3,2,2,0,0,1,2,0,3,1,2,0,0,1,1,1,0,3,0,1,2,3,1,2,1,2,1,2,1,1,1,0,2,3,3,2,2,2,1,0,2,5,0,1,1,0,3,1,2,0,2,0,1,0,1,2,1,0,1,1,2,1,1,1,4,3,3,0,4,2,1,1,3,0,0,0,0,0,0,1,2,5,2,1,2,3,3,0,0,1,2,0,0,2,4,1,1,0,4,0,0,2,3,0,1,0,0,1,0,2,1,1,0,0,3,1,2,1,0,1,2,3,2,2,2,2,0,1,1,2,1,1,1,1,5,0,0,1,2,3,0,0,2,2,0,0,2,0,0,0,1,1,1,2,1,2,0,2,0,0,1,0,2,2,2,0,0,0,1,1,0,3,0,1,1,0,0,1,3,3,2,0,2,1,1,3,2,0,1,1,3,1,4,1,1,0,1,2,2,1,1,2,1,2,2,1,1,2,4,1,1,0,1,2,2,1,0,2,1,1,2,1,3,1,2,1,1,1,1,1,3,1,2,1,2,0,0,1,1,2,0,0,1,3,1,1,2,1,1,2,2,2,1,0,1,1,1,0,2,1,2,1,2,1,1,1,3
" ","45-49 years",1,2,4,2,3,2,1,3,5,3,6,2,1,3,2,3,2,4,2,4,1,0,3,1,2,6,4,5,5,3,2,1,3,3,3,2,2,4,5,4,2,5,4,6,2,3,0,4,3,0,2,4,6,3,1,0,4,2,2,1,3,4,4,2,2,3,5,1,3,3,0,4,1,3,1,2,4,1,1,6,3,1,2,1,4,3,0,4,2,4,1,3,3,3,1,3,1,3,1,2,1,4,4,4,2,1,7,2,2,3,5,2,2,2,2,0,3,4,2,3,5,0,2,0,3,3,3,0,2,2,2,3,4,0,0,4,1,3,2,2,1,3,3,4,2,2,1,2,3,3,2,5,3,4,2,0,6,3,2,3,3,1,1,0,2,0,4,2,4,2,2,2,5,4,1,2,4,2,2,3,4,1,1,2,6,2,2,2,2,6,3,1,4,3,4,1,1,3,2,1,2,2,1,2,4,3,2,3,2,4,4,6,1,3,3,6,2,2,3,2,2,0,1,3,3,1,3,5,2,1,3,3,3,3,3,3,3,2,1,3,2,4,2,6,1,3,1,6,0,0,4,4,4,2,3,3,5,1,3,4,1,0,2,2,0,2,3,0,2,5,1,1,4,2,4,4,5,3,5,2,1,2,4,2,4,4,2,2,3,5,2,1,5,2,0,1,1,1,1,4,1,3,3,2,4,3,2,5,3,0,0,3,4,0,3,3,4,3,1,0,5,2,2,3,3,2,1,1,0,2,3,4,0,3,3,6,3,2,4,2,1,2,3,0,1,1,2,1,1,4,2,1,2,3,1,4,3,5,1,1,4,1,3,3,2,3
" ","50-54 years",5,3,3,4,5,5,3,4,4,9,8,2,5,5,1,8,2,7,2,6,4,5,7,7,2,2,5,2,4,2,4,5,4,3,1,3,8,2,2,4,4,2,6,4,4,4,4,4,3,2,7,8,2,2,10,3,2,4,2,6,8,2,5,5,6,5,3,3,2,5,8,5,2,6,6,4,5,5,2,6,3,1,5,3,1,4,5,6,1,7,7,3,5,4,4,4,3,2,3,4,4,5,2,3,9,2,2,6,7,5,5,2,2,2,5,5,6,3,2,7,3,1,5,7,5,2,6,6,8,1,3,6,3,6,4,1,4,4,4,4,3,4,6,4,5,3,4,4,2,4,7,3,5,2,7,2,2,7,6,5,3,3,4,4,3,4,1,3,3,3,2,2,0,4,1,6,5,9,4,7,5,4,4,4,5,4,5,1,2,2,2,7,5,1,4,3,7,3,2,2,4,4,2,2,2,0,5,9,5,2,0,5,4,6,3,0,3,5,3,2,2,11,1,7,6,4,2,2,2,4,3,1,4,4,9,6,8,7,2,3,2,3,2,8,6,4,3,1,5,2,4,2,2,1,8,4,3,0,8,5,5,7,2,5,2,3,3,3,3,2,7,2,1,2,4,5,3,5,4,8,3,6,7,0,6,2,5,3,3,5,1,2,3,1,4,0,6,2,5,2,3,6,7,5,5,3,3,6,2,3,1,6,5,0,5,3,7,4,2,3,2,4,4,3,5,5,4,3,2,6,3,5,4,4,2,4,1,5,2,3,3,3,2,3,4,3,2,3,1,2,8,4,4,7,4,4,3,5,4,4,4,5,5,5,3,5
" ","55-59 years",8,8,6,5,6,4,5,5,6,5,10,9,9,6,3,10,11,3,9,7,6,4,9,9,10,9,11,4,6,8,6,5,9,5,7,4,11,5,4,11,4,8,8,6,8,6,4,10,4,3,11,9,8,5,12,2,10,15,8,10,8,5,6,4,4,9,9,6,7,8,5,10,5,7,4,7,5,7,5,6,6,5,8,7,4,5,11,6,9,6,1,11,4,9,6,6,8,4,4,5,4,5,8,10,5,5,3,6,4,4,2,3,9,4,4,7,6,6,3,8,8,8,8,5,4,4,6,6,8,9,7,7,5,5,7,8,6,6,5,3,3,6,10,1,9,4,4,7,7,8,5,3,12,3,6,7,5,6,5,8,5,1,7,7,3,7,3,6,8,5,11,6,8,10,6,10,5,10,4,11,3,7,8,3,6,8,10,9,2,8,6,9,5,12,2,7,3,9,5,3,8,5,7,9,4,4,10,8,5,5,6,6,7,3,2,7,5,4,4,5,5,2,6,10,2,5,5,4,6,2,3,6,8,8,8,9,7,6,3,6,7,4,8,9,9,5,7,2,3,7,5,6,4,8,5,8,8,13,3,7,6,6,5,8,4,9,4,3,6,6,10,4,5,4,8,4,6,5,4,5,2,8,8,5,5,5,2,6,6,3,3,2,3,7,4,7,3,2,5,2,4,3,8,3,12,6,11,5,1,5,7,8,6,4,3,6,6,6,2,5,8,6,7,8,10,7,8,3,8,1,6,6,4,7,6,6,3,3,9,7,6,6,6,7,6,3,5,4,9,7,3,6,8,5,6,5,13,4,10,5,5,10,7,7,7,5
" ","60-64 years",11,12,10,8,7,11,8,7,8,8,6,2,5,14,11,6,14,9,11,6,11,8,10,9,7,12,12,10,11,8,6,6,12,7,9,8,9,9,11,13,7,8,8,7,6,8,11,6,15,5,10,6,7,15,14,14,10,3,13,10,15,10,7,5,8,7,9,7,12,15,5,6,9,7,9,5,15,9,12,10,7,6,9,16,9,6,8,14,10,10,4,7,11,9,5,8,14,7,14,7,11,9,7,11,9,9,11,8,8,13,7,5,9,13,8,2,8,4,8,8,10,13,16,13,9,3,8,7,10,12,7,7,11,5,2,6,7,13,7,8,7,7,6,10,9,12,7,8,12,8,6,12,4,4,13,9,11,8,11,7,11,8,7,8,9,6,8,9,5,9,8,10,10,6,8,7,9,6,9,12,15,9,5,7,5,12,8,4,9,8,6,7,7,10,13,10,14,8,11,10,3,3,5,7,3,10,8,6,9,4,11,9,10,2,7,6,9,6,8,6,7,13,5,8,10,6,9,7,11,8,8,11,13,12,6,12,6,6,8,8,7,4,11,11,13,7,8,9,10,7,11,9,9,8,6,10,7,7,4,8,12,9,5,8,10,12,8,6,13,9,8,7,7,9,10,9,12,15,10,9,11,12,11,12,8,16,7,4,8,10,10,10,7,9,12,9,8,17,10,10,8,6,10,13,10,9,7,8,7,7,8,7,16,12,6,10,7,7,8,9,9,4,7,9,7,10,7,9,5,10,9,11,16,6,7,4,9,5,7,9,14,12,5,10,7,13,7,9,11,7,7,11,6,11,15,5,5,12,11,11,9,2,11,7,9,7
" ","65-69 years",15,15,23,17,21,17,13,20,17,14,14,9,13,11,10,11,7,11,14,16,15,11,17,13,7,9,15,13,20,16,12,8,11,15,17,12,20,15,21,11,22,14,11,18,17,13,14,9,5,13,14,16,14,10,17,12,6,22,16,19,16,19,19,16,13,13,14,11,16,20,12,21,18,10,13,11,17,15,15,15,13,13,14,12,9,18,18,9,16,11,17,13,10,13,18,11,14,7,13,12,13,18,11,11,15,22,14,19,12,16,15,13,15,17,15,23,15,19,11,12,17,11,13,16,11,12,18,13,10,13,12,17,11,9,18,9,9,14,11,17,13,17,16,7,16,14,11,14,14,11,13,18,14,19,17,17,16,17,18,11,20,9,17,11,11,12,11,11,18,12,17,13,19,14,21,12,10,10,15,11,11,13,12,13,13,9,14,13,16,10,14,7,14,14,12,14,15,12,10,12,13,12,12,12,13,15,12,17,18,16,13,11,17,18,18,13,16,20,7,14,11,10,11,10,13,18,18,15,13,14,9,11,17,11,9,6,14,11,11,6,10,10,16,14,14,14,12,11,13,12,11,7,13,12,9,14,6,14,9,13,14,8,9,8,15,14,17,14,13,24,17,14,21,10,10,11,18,16,14,12,12,14,10,21,15,15,17,15,16,12,6,20,12,22,12,6,15,22,14,13,18,13,11,13,13,6,17,12,19,12,10,18,12,16,13,18,11,14,13,11,16,9,15,10,10,16,11,17,13,12,13,8,11,9,18,15,10,18,7,13,10,20,15,16,13,11,20,18,8,18,15,22,19,19,12,20,13,10,13,13,13,15,18,17,19,14
" ","70-74 years",17,13,18,17,20,17,16,14,21,15,17,15,12,14,22,9,11,16,19,15,17,12,10,20,17,21,10,13,16,13,15,11,11,24,12,18,16,12,9,8,15,14,21,19,14,15,23,18,15,14,17,18,15,18,15,11,16,18,18,20,13,15,15,13,8,18,14,13,13,14,14,13,17,20,13,18,9,15,17,19,15,9,22,15,13,10,15,13,10,7,12,16,12,17,17,23,18,25,8,13,18,13,12,16,12,14,14,6,17,18,15,18,22,18,14,20,13,8,18,15,19,16,15,9,14,7,14,22,12,19,15,27,22,15,14,16,14,13,15,9,14,14,15,12,13,16,19,10,20,13,12,15,17,17,17,16,18,19,12,13,17,12,22,16,13,11,14,15,12,11,20,12,15,16,12,12,14,13,20,13,17,16,13,10,13,15,9,11,13,14,15,10,9,18,6,16,14,16,14,13,15,10,19,21,17,14,12,16,18,15,10,12,15,19,17,7,19,10,20,13,8,17,10,13,15,13,13,15,11,18,15,7,16,16,14,10,9,8,18,10,12,14,16,12,16,11,12,12,15,27,15,17,12,14,7,16,14,20,13,12,13,14,11,18,18,18,23,8,9,16,15,14,8,14,15,14,10,13,9,9,11,13,17,17,15,16,12,15,16,9,15,10,14,21,20,13,15,15,9,29,14,11,16,14,20,11,16,20,18,21,17,19,15,12,19,12,18,13,20,17,23,13,10,17,15,10,18,16,12,19,10,18,13,10,14,18,12,9,20,14,14,14,20,17,11,21,13,11,15,20,12,10,20,10,24,10,13,14,26,21,18,15,14,18,21,20
" ","75-79 years",31,17,17,16,25,17,14,25,18,17,28,18,21,13,22,25,23,14,21,20,24,22,31,19,14,29,15,20,23,19,14,27,14,16,14,15,26,15,19,18,18,13,28,14,21,15,20,15,26,24,13,21,25,20,21,19,18,25,11,15,21,10,19,24,17,17,13,15,21,28,19,26,26,13,18,23,18,19,18,18,20,14,13,21,14,20,13,23,15,16,20,21,16,23,27,18,22,23,14,19,26,22,20,20,23,20,13,28,24,21,17,24,21,14,24,15,22,22,26,21,19,20,17,21,28,10,20,21,25,23,17,17,16,10,12,15,16,25,17,16,14,16,18,22,21,10,9,9,19,19,17,18,20,18,11,21,24,19,12,21,16,24,12,17,18,19,21,14,23,23,12,17,14,21,16,21,18,9,21,21,13,28,22,15,17,16,20,23,16,13,15,19,17,11,15,9,18,19,18,20,19,26,23,19,14,24,24,22,9,10,16,16,15,16,22,25,8,14,21,25,24,18,19,14,27,11,25,17,20,12,15,16,18,20,15,16,18,11,18,19,14,18,16,20,17,15,18,17,19,16,9,24,17,20,15,21,11,15,24,14,17,12,19,13,16,16,16,17,27,21,16,12,21,20,16,24,12,13,23,19,20,20,13,15,14,21,23,14,14,19,14,20,15,9,20,8,10,16,21,17,19,19,22,13,17,18,20,16,18,23,25,8,24,16,12,22,15,25,25,27,15,10,13,13,23,23,11,22,19,18,23,26,16,17,21,27,17,18,26,25,28,21,18,18,22,16,19,18,21,22,25,22,16,20,24,31,23,23,16,23,23,26,30,27,20,19
" ","80-84 years",28,31,22,35,29,24,28,22,22,30,27,34,26,24,25,29,27,23,31,26,20,16,29,18,19,29,30,22,25,27,20,23,17,24,24,25,35,23,23,25,22,23,33,29,30,28,21,25,27,23,23,27,32,26,23,27,24,29,22,14,19,24,26,24,26,30,28,17,22,21,23,21,19,28,23,23,18,25,21,18,23,28,32,22,28,21,26,18,16,23,19,24,23,28,29,33,22,24,22,19,25,19,28,17,20,20,29,28,23,23,31,14,31,17,18,33,22,22,27,29,31,24,24,20,16,21,20,19,13,23,33,26,18,24,19,23,20,22,20,26,25,27,25,23,21,24,22,28,9,15,18,17,15,17,23,25,26,23,20,20,27,14,21,24,19,14,28,22,22,21,23,26,19,24,18,23,16,17,18,28,17,20,13,14,23,24,24,19,13,26,16,24,23,27,22,25,14,19,22,22,16,11,15,16,22,28,20,24,21,20,19,22,26,22,20,21,22,20,24,23,25,28,23,19,19,21,13,29,21,18,19,22,20,30,15,19,25,20,23,19,16,21,24,19,27,16,20,24,21,22,24,12,28,24,25,20,25,25,25,20,20,24,22,15,18,20,29,30,27,21,26,24,19,15,21,21,32,21,22,27,24,20,23,19,22,20,20,20,25,27,22,17,28,24,27,18,16,28,20,25,14,23,17,25,20,15,29,14,18,18,20,24,18,26,27,24,25,21,25,20,27,23,25,23,27,26,23,33,18,20,22,18,17,30,26,18,22,22,21,17,20,32,18,22,26,25,21,21,27,31,16,21,26,30,26,25,28,32,23,33,27,31,28,30,28,26
" ","85-89 years",22,26,22,20,33,14,32,30,24,22,33,36,28,20,28,28,24,22,32,15,22,25,25,27,30,23,27,29,33,20,25,23,14,30,18,24,26,20,13,20,23,31,27,37,19,27,29,25,27,21,21,40,12,20,25,26,24,23,24,22,21,22,26,25,22,16,22,23,16,17,17,24,16,25,20,28,27,31,25,16,31,28,24,29,17,27,29,15,24,25,27,28,22,30,24,26,23,17,24,38,18,24,28,27,25,22,22,20,27,24,29,26,25,27,16,23,21,27,23,30,20,12,25,29,18,24,23,23,18,20,26,24,23,27,22,21,27,24,33,22,28,18,24,25,18,26,14,18,25,20,19,21,14,17,23,16,36,22,17,26,23,27,22,17,28,20,15,18,16,22,20,20,22,33,28,21,24,23,23,21,20,19,24,14,19,22,21,19,29,17,18,23,20,18,13,19,20,23,20,23,20,17,24,18,18,19,25,16,31,25,17,18,22,20,22,22,15,26,24,13,22,29,22,26,16,11,24,20,13,25,23,25,16,25,26,19,18,21,28,23,20,23,25,14,29,19,14,23,13,15,17,26,15,28,23,22,21,21,28,19,22,19,20,13,27,26,18,26,21,15,19,21,22,22,24,13,27,21,26,18,17,25,16,21,23,21,22,26,29,25,27,20,25,30,23,26,24,17,24,23,27,25,16,21,23,33,20,22,19,26,16,26,17,23,18,23,16,26,13,26,22,28,17,21,17,26,16,27,18,17,26,19,23,25,27,24,31,29,18,15,28,27,12,28,14,27,18,22,30,25,33,29,27,19,22,28,25,30,29,27,25,17,34,31,34,28
" ","90-94 years",13,17,17,21,13,11,15,17,18,16,16,24,15,21,23,17,18,25,20,17,22,18,21,16,17,13,35,17,25,20,16,16,16,17,20,21,10,19,23,19,25,10,16,13,26,15,19,22,24,13,19,22,30,14,16,20,21,11,18,18,22,17,16,21,10,15,18,13,9,18,19,8,23,17,14,13,20,15,21,21,12,19,18,22,12,18,23,21,18,26,28,17,20,19,13,18,13,12,17,26,13,18,13,24,17,12,19,17,14,11,16,21,19,25,15,15,19,18,18,10,15,21,10,19,17,17,12,10,18,13,15,13,17,16,11,15,15,12,17,16,20,13,14,25,18,19,11,12,12,18,17,26,12,20,19,17,11,16,15,11,16,10,13,11,8,11,15,16,13,25,18,11,17,17,12,18,14,17,17,19,16,18,16,24,11,11,15,23,22,10,15,17,16,20,21,19,17,17,20,26,25,11,14,10,16,16,19,18,18,15,12,13,12,13,16,19,8,16,16,15,11,18,15,13,13,15,18,14,10,17,21,16,9,19,19,26,12,21,12,18,11,16,12,15,20,15,12,16,14,19,15,16,8,16,21,12,17,13,18,20,18,17,17,17,10,12,17,12,15,16,21,9,14,13,15,20,21,21,13,13,19,30,10,12,20,25,14,16,14,14,14,24,14,15,18,17,14,17,14,9,17,19,9,14,18,13,14,17,14,9,16,15,25,21,21,18,14,21,25,23,13,10,13,19,13,10,13,22,20,18,24,6,10,19,13,27,14,15,15,13,20,17,18,17,20,13,17,20,9,18,16,26,24,23,26,18,25,22,16,18,25,19,18,20,19,22
" ","95-99 years",7,12,10,7,14,4,4,7,7,7,5,5,1,5,6,9,7,7,6,5,8,2,10,7,8,7,7,9,9,9,3,13,10,7,4,4,6,13,2,8,7,10,10,8,13,7,9,9,10,3,6,3,11,5,10,7,10,4,5,6,7,8,5,12,8,10,13,8,3,4,6,4,9,8,8,6,5,5,6,6,6,10,14,6,6,9,6,5,8,10,5,3,2,4,5,5,7,7,6,7,11,8,8,6,5,5,3,4,8,9,8,8,10,13,6,6,5,7,6,5,3,7,5,7,12,3,3,13,5,10,7,5,5,5,5,6,3,6,7,7,6,5,5,8,6,6,7,4,11,8,8,11,4,2,5,9,6,4,8,4,8,11,3,7,6,6,7,7,12,3,5,4,12,6,6,4,5,7,6,7,7,7,9,3,7,7,8,5,2,5,6,5,8,4,8,4,10,9,9,6,9,8,3,1,3,1,7,3,7,8,8,9,4,5,5,4,2,5,7,5,1,3,4,4,5,10,4,4,5,6,6,6,1,6,6,6,7,2,8,7,5,9,8,5,6,6,2,8,5,4,6,1,6,6,10,6,3,8,8,7,7,10,6,7,3,11,4,3,13,9,6,6,6,6,4,8,7,4,5,11,7,10,9,7,10,5,11,9,4,6,5,4,10,5,6,8,5,9,5,7,6,5,9,8,6,8,8,8,8,7,7,13,2,10,10,6,5,7,9,5,4,4,5,4,4,1,4,6,7,6,6,4,6,7,5,4,5,5,10,5,6,8,11,6,8,7,6,10,9,4,13,4,7,5,8,10,7,15,11,10,10,15,7,8,5,6
" ","100 years and over",3,2,0,1,2,0,2,1,3,1,1,3,2,2,0,1,1,0,1,0,1,1,1,3,1,1,1,1,2,1,2,2,3,2,0,0,2,5,1,3,0,2,0,1,3,0,1,0,1,2,1,1,0,4,0,2,3,2,2,1,0,1,3,2,2,0,2,4,2,2,1,1,1,0,1,1,1,1,2,3,0,1,1,2,2,1,2,1,1,2,2,2,0,1,1,2,3,3,0,0,3,2,0,2,1,0,1,0,1,2,0,1,1,2,1,4,0,3,0,1,0,2,2,2,3,2,0,0,1,1,4,2,2,2,1,0,0,1,0,1,2,2,1,2,0,2,0,1,1,0,2,0,0,2,1,0,2,1,1,1,1,0,2,0,0,2,4,2,1,2,0,1,0,2,4,1,3,2,1,3,0,1,2,0,2,1,4,1,3,1,0,2,2,1,0,2,1,1,1,2,0,0,1,1,1,5,2,2,1,4,1,3,1,1,1,0,0,0,4,0,1,3,1,1,1,1,0,1,1,1,4,2,2,2,0,0,0,1,0,1,0,2,2,1,1,5,2,1,1,1,1,4,0,3,1,0,3,1,3,1,2,1,2,0,2,1,1,0,1,2,1,2,1,1,1,0,0,1,1,2,0,1,3,1,0,1,0,0,2,1,0,2,0,0,1,0,4,0,0,1,1,2,2,0,0,1,2,1,1,2,1,1,1,1,1,1,0,1,0,4,1,1,2,2,2,0,4,3,2,2,2,1,2,3,3,1,1,2,2,2,1,2,1,0,2,0,0,1,1,0,0,0,3,0,0,1,1,1,4,0,0,0,5,1,1,0

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

