"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2014M01D01","2014M01D02","2014M01D03","2014M01D04","2014M01D05","2014M01D06","2014M01D07","2014M01D08","2014M01D09","2014M01D10","2014M01D11","2014M01D12","2014M01D13","2014M01D14","2014M01D15","2014M01D16","2014M01D17","2014M01D18","2014M01D19","2014M01D20","2014M01D21","2014M01D22","2014M01D23","2014M01D24","2014M01D25","2014M01D26","2014M01D27","2014M01D28","2014M01D29","2014M01D30","2014M01D31","2014M02D01","2014M02D02","2014M02D03","2014M02D04","2014M02D05","2014M02D06","2014M02D07","2014M02D08","2014M02D09","2014M02D10","2014M02D11","2014M02D12","2014M02D13","2014M02D14","2014M02D15","2014M02D16","2014M02D17","2014M02D18","2014M02D19","2014M02D20","2014M02D21","2014M02D22","2014M02D23","2014M02D24","2014M02D25","2014M02D26","2014M02D27","2014M02D28","2014M03D01","2014M03D02","2014M03D03","2014M03D04","2014M03D05","2014M03D06","2014M03D07","2014M03D08","2014M03D09","2014M03D10","2014M03D11","2014M03D12","2014M03D13","2014M03D14","2014M03D15","2014M03D16","2014M03D17","2014M03D18","2014M03D19","2014M03D20","2014M03D21","2014M03D22","2014M03D23","2014M03D24","2014M03D25","2014M03D26","2014M03D27","2014M03D28","2014M03D29","2014M03D30","2014M03D31","2014M04D01","2014M04D02","2014M04D03","2014M04D04","2014M04D05","2014M04D06","2014M04D07","2014M04D08","2014M04D09","2014M04D10","2014M04D11","2014M04D12","2014M04D13","2014M04D14","2014M04D15","2014M04D16","2014M04D17","2014M04D18","2014M04D19","2014M04D20","2014M04D21","2014M04D22","2014M04D23","2014M04D24","2014M04D25","2014M04D26","2014M04D27","2014M04D28","2014M04D29","2014M04D30","2014M05D01","2014M05D02","2014M05D03","2014M05D04","2014M05D05","2014M05D06","2014M05D07","2014M05D08","2014M05D09","2014M05D10","2014M05D11","2014M05D12","2014M05D13","2014M05D14","2014M05D15","2014M05D16","2014M05D17","2014M05D18","2014M05D19","2014M05D20","2014M05D21","2014M05D22","2014M05D23","2014M05D24","2014M05D25","2014M05D26","2014M05D27","2014M05D28","2014M05D29","2014M05D30","2014M05D31","2014M06D01","2014M06D02","2014M06D03","2014M06D04","2014M06D05","2014M06D06","2014M06D07","2014M06D08","2014M06D09","2014M06D10","2014M06D11","2014M06D12","2014M06D13","2014M06D14","2014M06D15","2014M06D16","2014M06D17","2014M06D18","2014M06D19","2014M06D20","2014M06D21","2014M06D22","2014M06D23","2014M06D24","2014M06D25","2014M06D26","2014M06D27","2014M06D28","2014M06D29","2014M06D30","2014M07D01","2014M07D02","2014M07D03","2014M07D04","2014M07D05","2014M07D06","2014M07D07","2014M07D08","2014M07D09","2014M07D10","2014M07D11","2014M07D12","2014M07D13","2014M07D14","2014M07D15","2014M07D16","2014M07D17","2014M07D18","2014M07D19","2014M07D20","2014M07D21","2014M07D22","2014M07D23","2014M07D24","2014M07D25","2014M07D26","2014M07D27","2014M07D28","2014M07D29","2014M07D30","2014M07D31","2014M08D01","2014M08D02","2014M08D03","2014M08D04","2014M08D05","2014M08D06","2014M08D07","2014M08D08","2014M08D09","2014M08D10","2014M08D11","2014M08D12","2014M08D13","2014M08D14","2014M08D15","2014M08D16","2014M08D17","2014M08D18","2014M08D19","2014M08D20","2014M08D21","2014M08D22","2014M08D23","2014M08D24","2014M08D25","2014M08D26","2014M08D27","2014M08D28","2014M08D29","2014M08D30","2014M08D31","2014M09D01","2014M09D02","2014M09D03","2014M09D04","2014M09D05","2014M09D06","2014M09D07","2014M09D08","2014M09D09","2014M09D10","2014M09D11","2014M09D12","2014M09D13","2014M09D14","2014M09D15","2014M09D16","2014M09D17","2014M09D18","2014M09D19","2014M09D20","2014M09D21","2014M09D22","2014M09D23","2014M09D24","2014M09D25","2014M09D26","2014M09D27","2014M09D28","2014M09D29","2014M09D30","2014M10D01","2014M10D02","2014M10D03","2014M10D04","2014M10D05","2014M10D06","2014M10D07","2014M10D08","2014M10D09","2014M10D10","2014M10D11","2014M10D12","2014M10D13","2014M10D14","2014M10D15","2014M10D16","2014M10D17","2014M10D18","2014M10D19","2014M10D20","2014M10D21","2014M10D22","2014M10D23","2014M10D24","2014M10D25","2014M10D26","2014M10D27","2014M10D28","2014M10D29","2014M10D30","2014M10D31","2014M11D01","2014M11D02","2014M11D03","2014M11D04","2014M11D05","2014M11D06","2014M11D07","2014M11D08","2014M11D09","2014M11D10","2014M11D11","2014M11D12","2014M11D13","2014M11D14","2014M11D15","2014M11D16","2014M11D17","2014M11D18","2014M11D19","2014M11D20","2014M11D21","2014M11D22","2014M11D23","2014M11D24","2014M11D25","2014M11D26","2014M11D27","2014M11D28","2014M11D29","2014M11D30","2014M12D01","2014M12D02","2014M12D03","2014M12D04","2014M12D05","2014M12D06","2014M12D07","2014M12D08","2014M12D09","2014M12D10","2014M12D11","2014M12D12","2014M12D13","2014M12D14","2014M12D15","2014M12D16","2014M12D17","2014M12D18","2014M12D19","2014M12D20","2014M12D21","2014M12D22","2014M12D23","2014M12D24","2014M12D25","2014M12D26","2014M12D27","2014M12D28","2014M12D29","2014M12D30","2014M12D31"
" ","40-44 years",1,3,0,1,2,0,0,1,0,1,2,2,1,1,1,0,0,0,0,2,1,1,1,1,1,0,5,1,0,0,0,0,1,0,2,0,2,1,1,2,2,1,0,1,0,0,2,1,5,3,2,2,2,2,0,0,3,1,1,2,0,0,2,2,0,0,2,2,0,1,1,2,3,1,0,0,2,2,3,0,0,1,3,3,2,0,3,1,1,3,2,1,4,1,2,1,0,1,1,1,2,3,1,3,1,2,0,1,2,3,0,3,1,0,1,2,1,1,0,0,1,2,0,1,1,1,1,2,0,1,1,1,2,0,2,0,2,3,1,3,1,3,1,0,1,1,2,1,0,2,1,1,1,1,0,1,1,2,2,1,1,1,0,0,2,1,6,1,1,1,1,0,0,2,2,2,3,3,0,2,2,1,0,0,1,0,2,1,0,1,0,1,1,1,1,2,0,1,2,2,1,1,1,3,1,2,0,1,0,4,1,0,1,0,0,2,2,1,1,1,0,1,0,1,1,1,4,3,2,1,1,3,1,1,2,1,0,1,0,4,1,2,1,1,2,0,1,0,0,0,0,2,1,1,1,3,3,0,0,3,1,2,3,0,0,0,0,3,0,1,2,2,2,2,1,1,0,0,0,2,0,2,2,1,2,1,1,0,3,0,3,1,3,1,1,0,1,1,1,4,2,1,1,0,1,1,1,1,0,2,1,1,2,0,2,1,1,1,0,1,1,0,1,2,0,1,1,1,3,1,0,1,2,3,0,0,0,0,2,1,1,1,0,3,2,1,0,2,1,3,0,1,3,1,2,2,3,1,0,2,1,1,1,0,1
" ","45-49 years",2,2,2,5,3,1,0,3,1,2,4,2,3,2,2,5,2,2,2,4,1,1,1,6,1,2,5,0,3,2,1,6,2,2,1,4,2,2,5,1,3,1,3,4,6,3,1,0,1,4,2,1,2,4,0,2,4,4,3,1,3,1,0,1,1,2,3,5,1,2,0,1,1,2,2,3,2,1,0,1,3,2,1,2,1,1,1,1,2,4,0,1,2,2,3,0,2,2,4,1,3,4,0,2,3,4,1,2,1,3,2,5,5,0,2,3,1,5,0,4,1,4,2,2,1,3,3,1,2,2,1,3,3,3,1,0,1,2,1,2,2,3,1,2,3,0,1,2,0,1,5,1,2,3,4,0,4,6,8,3,2,1,3,1,4,1,3,1,4,2,1,1,3,4,6,4,3,1,1,2,1,0,1,1,4,2,3,3,1,2,1,3,5,3,2,0,2,2,2,2,2,4,1,2,3,3,2,2,6,3,5,2,3,6,0,5,3,0,2,1,3,4,2,1,3,1,1,2,1,4,2,0,4,2,0,3,4,2,0,3,0,1,2,1,6,1,3,6,4,5,1,4,2,1,3,3,1,1,3,3,0,1,2,2,2,4,4,5,3,3,3,2,1,3,1,2,2,2,4,2,4,5,1,3,2,2,5,1,1,3,1,3,2,3,2,1,1,3,1,3,1,1,2,0,4,2,3,2,1,2,5,2,2,0,4,0,2,4,0,3,0,4,3,2,0,2,0,4,3,1,3,4,2,2,1,4,2,1,1,3,5,2,3,5,0,3,2,1,5,4,0,1,2,3,3,1,4,3,3,3,3,2,3,3,3
" ","50-54 years",2,5,8,4,4,5,1,1,9,1,6,1,4,7,4,4,3,4,5,4,3,1,4,10,2,3,3,8,5,5,2,3,2,4,5,4,3,5,2,5,4,5,4,4,6,8,2,2,6,2,3,3,2,1,2,2,5,2,2,6,4,6,5,3,4,2,3,3,5,3,6,3,6,6,5,4,4,9,4,3,2,1,2,6,2,4,2,2,3,7,6,2,5,5,3,3,3,6,5,3,2,1,3,5,5,4,2,0,5,2,3,8,1,5,9,4,3,7,3,0,3,2,4,3,3,2,2,4,5,5,2,5,2,7,3,6,2,7,5,2,3,4,4,3,2,3,1,4,1,4,4,2,4,6,1,2,6,5,3,4,5,3,2,4,1,6,3,3,2,3,2,2,7,3,3,1,6,2,6,1,4,4,5,3,5,4,5,2,6,3,4,5,4,1,4,2,1,2,4,5,2,4,2,1,6,5,8,4,9,4,5,5,4,6,2,4,6,1,6,2,3,4,4,1,2,3,3,2,6,5,2,6,2,5,2,1,3,7,1,6,4,0,3,3,0,2,3,5,0,3,4,2,3,5,5,2,4,0,1,6,6,1,5,3,10,3,1,4,4,8,3,6,2,2,4,3,3,3,8,2,3,3,2,3,1,1,2,4,2,5,5,9,5,4,2,0,2,4,5,3,2,3,3,5,6,5,4,4,5,3,3,5,6,6,2,4,2,3,4,4,3,0,2,4,2,1,2,3,2,2,3,3,2,3,2,9,2,4,5,3,1,5,5,7,4,2,3,4,5,5,4,7,4,2,1,5,7,5,2,3,4,8,3,6,6
" ","55-59 years",5,4,6,8,6,8,4,6,7,6,3,5,7,8,7,6,2,6,8,8,6,4,8,11,2,7,4,11,9,11,3,6,3,3,5,3,6,6,5,5,5,8,8,5,4,6,3,5,4,7,5,4,10,5,4,4,4,5,7,7,4,6,9,5,8,4,6,2,7,12,4,6,5,5,5,9,7,7,8,6,8,9,8,5,8,5,10,2,6,0,5,7,5,14,8,6,9,6,2,11,4,13,6,13,7,5,6,7,5,6,4,6,3,2,5,7,6,6,2,6,9,5,5,3,6,7,7,3,4,7,2,7,7,3,4,5,6,4,7,7,11,6,3,3,4,4,5,9,5,8,8,4,4,7,5,6,6,12,5,3,5,6,7,6,5,8,6,4,3,3,1,5,3,3,10,3,5,2,8,4,2,6,7,4,4,3,2,9,10,2,2,2,3,6,5,4,5,8,4,8,4,6,6,10,8,7,7,2,5,2,4,4,9,4,3,9,5,6,9,4,4,4,2,1,6,3,3,2,3,8,3,2,2,3,7,6,4,3,6,5,6,5,8,3,6,7,6,5,3,4,6,8,5,8,5,7,6,2,8,5,5,7,6,4,11,3,4,2,6,1,2,8,3,2,7,4,7,3,3,7,10,5,7,5,6,2,6,0,2,4,1,4,4,2,3,6,4,7,6,7,9,4,1,8,4,7,11,7,9,11,3,1,7,2,7,7,7,9,7,6,6,6,3,3,9,1,7,1,4,6,10,6,2,4,5,6,9,5,8,7,4,11,10,9,9,2,7,11,5,5,10,2,5,7,7,4,7,3,10,5,6,7,7,5,7
" ","60-64 years",8,8,13,11,10,5,10,15,9,11,10,11,15,12,7,8,12,9,5,12,11,11,9,5,8,7,16,9,6,14,9,11,11,12,15,8,13,10,11,3,14,9,11,5,10,10,8,8,8,13,9,8,7,6,9,8,6,12,8,14,9,12,11,7,4,6,5,8,9,11,5,14,9,4,7,8,10,7,10,6,9,13,12,5,15,7,8,8,9,5,9,18,6,9,7,9,10,8,6,12,6,11,14,11,9,8,11,4,8,6,6,7,13,7,6,5,9,9,8,12,7,15,10,9,9,8,7,10,6,10,8,6,8,4,9,4,7,11,14,11,9,13,11,8,11,6,8,7,13,11,9,4,11,6,8,9,10,13,6,11,12,6,12,8,6,8,9,10,11,12,6,3,8,7,9,6,5,8,15,5,11,9,7,11,11,5,10,7,6,11,12,5,7,12,11,6,5,11,11,12,9,9,10,14,5,5,6,15,11,9,8,12,13,9,11,7,8,6,5,8,16,8,9,11,5,3,13,8,2,5,8,8,5,9,7,11,9,7,9,9,6,6,12,6,12,8,9,6,12,6,5,8,6,12,10,3,7,8,4,9,14,13,8,7,4,5,8,3,7,3,8,5,7,3,11,10,8,6,6,5,7,11,7,11,8,10,12,4,4,8,4,9,14,2,6,6,7,5,4,7,6,14,7,5,11,11,10,10,8,6,14,4,12,7,5,12,11,7,11,6,12,13,7,4,18,11,5,6,13,8,5,8,10,6,13,5,8,11,13,10,12,9,7,6,7,9,7,8,6,15,5,7,13,11,9,10,8,13,9,11,6,12,10,10,7
" ","65-69 years",13,16,10,8,11,10,17,19,15,19,15,11,21,15,20,12,14,11,20,13,12,6,12,19,16,17,12,12,7,20,11,15,15,15,14,16,16,16,13,7,15,17,20,13,13,15,15,18,14,8,16,11,16,11,11,17,13,11,20,15,13,14,10,18,20,13,10,7,10,10,22,17,14,14,20,15,15,15,14,17,20,12,13,22,8,8,22,11,8,11,15,12,13,16,13,16,11,21,10,15,18,14,15,20,15,15,14,14,11,23,11,17,15,15,13,13,14,12,14,14,17,10,11,10,18,17,17,13,7,12,18,11,13,20,12,10,10,15,11,16,21,20,14,12,15,9,10,10,13,16,17,15,19,13,10,11,17,9,14,16,8,16,10,17,12,9,12,13,15,10,8,15,5,13,9,15,16,18,11,11,13,12,15,12,17,17,19,22,14,13,12,17,7,12,9,13,12,14,8,9,12,8,15,15,9,12,12,12,16,12,8,15,10,17,16,18,16,9,6,12,14,6,13,17,13,8,14,11,6,9,14,8,15,10,10,10,12,9,12,20,12,13,8,8,16,16,12,16,17,7,11,11,15,15,14,13,8,18,14,9,15,9,17,10,12,13,14,16,20,13,9,10,10,14,11,14,14,10,13,16,12,13,20,15,13,13,13,19,12,10,16,9,12,22,13,16,8,16,12,10,10,5,14,8,15,15,17,7,9,22,12,15,8,9,16,13,10,11,10,15,12,11,9,16,20,16,9,15,13,15,12,13,12,12,9,17,19,16,15,14,13,11,11,10,17,15,11,16,24,14,11,9,12,10,13,13,16,19,13,12,14,14,14,12,18
" ","70-74 years",10,20,18,18,20,12,14,12,18,8,10,14,19,18,14,17,27,16,17,18,13,24,14,17,13,10,13,10,15,17,20,15,10,15,12,14,17,16,11,18,22,9,18,15,21,14,22,14,15,8,12,19,12,15,18,18,12,9,15,13,13,18,11,18,9,16,11,13,15,12,8,14,14,21,16,13,13,14,16,23,21,12,13,18,15,12,12,8,10,17,18,22,18,12,12,14,18,14,25,16,17,17,10,14,14,19,19,22,21,11,11,14,16,20,20,13,12,14,13,10,14,16,14,12,16,23,22,20,19,17,25,17,16,16,14,22,21,17,10,17,21,18,21,11,17,10,13,15,17,16,18,17,17,21,11,10,12,13,10,16,20,20,13,19,12,14,14,8,16,18,14,15,8,9,13,23,6,16,15,12,17,11,17,19,17,7,22,9,18,16,14,14,16,15,15,19,14,23,13,15,10,15,9,26,11,13,19,12,13,14,16,8,8,16,19,17,14,5,18,12,21,11,9,17,19,16,20,15,17,20,19,17,12,11,15,16,18,20,14,15,12,18,8,16,21,20,15,16,22,12,15,8,21,20,13,9,12,16,15,14,14,22,17,17,8,21,9,15,18,17,17,13,17,15,13,17,17,9,17,17,12,14,15,17,13,16,18,10,17,15,15,11,9,17,11,24,18,11,11,12,14,13,19,12,15,19,13,24,17,12,17,9,11,20,12,19,13,24,16,11,19,12,19,13,22,18,17,15,18,16,19,21,19,13,11,16,17,15,19,26,10,26,11,13,21,18,16,20,19,17,16,23,17,13,21,20,16,14,16,11,14,16,12,23,6
" ","75-79 years",21,20,26,16,20,19,24,15,17,15,14,24,13,23,21,15,15,22,15,18,22,26,18,13,22,18,18,20,17,22,26,17,13,25,16,14,19,26,22,13,18,19,17,19,15,21,18,20,20,20,17,13,20,22,19,20,19,16,15,22,20,18,24,16,13,30,20,18,14,11,24,25,19,13,22,14,16,19,22,24,18,16,14,18,18,17,18,18,15,20,17,15,23,19,21,15,25,22,10,19,21,17,18,13,16,21,15,18,18,20,18,20,23,12,23,18,17,25,17,23,16,12,11,24,15,19,22,25,22,12,17,17,20,18,9,18,14,21,21,15,22,16,13,19,22,21,14,14,20,21,19,16,18,13,23,22,20,15,20,18,27,18,16,21,12,8,18,31,29,15,15,22,16,14,21,18,18,11,19,12,22,28,12,13,14,14,23,18,18,22,20,18,16,19,20,20,23,14,16,25,22,17,28,24,16,21,20,18,22,17,18,16,14,20,13,21,16,23,13,19,24,11,16,14,31,20,16,14,14,15,10,20,16,15,17,14,20,12,22,18,11,15,21,13,22,22,24,17,20,17,14,18,17,18,25,28,22,17,14,18,14,30,11,19,8,19,13,18,11,15,24,13,10,19,16,15,24,20,14,21,10,12,17,18,10,26,15,10,20,14,19,20,23,24,12,14,22,18,19,13,15,21,21,23,13,16,25,17,15,10,23,20,16,13,10,17,13,20,26,18,15,18,17,15,15,21,19,23,19,19,22,17,14,23,21,17,17,15,19,21,17,17,23,20,21,24,18,21,17,20,19,16,26,19,12,22,23,19,12,21,15,13,27,24,18
" ","80-84 years",19,24,27,27,22,22,14,17,20,24,26,25,27,19,26,26,20,27,18,27,23,21,27,18,26,18,27,35,24,18,20,27,20,23,29,23,23,25,20,19,27,21,22,23,24,23,22,26,23,19,37,23,22,30,29,26,17,33,29,22,20,25,28,20,21,13,20,21,25,25,20,17,17,24,21,19,19,28,24,14,19,14,28,17,24,23,19,24,28,25,21,22,26,20,25,26,21,19,22,17,17,23,21,15,25,25,26,21,13,15,28,16,20,21,17,30,19,21,17,26,17,28,20,18,26,18,20,23,21,23,25,29,19,16,18,15,16,22,14,17,17,35,28,19,15,16,14,16,14,25,10,17,22,12,18,22,20,20,17,20,17,17,24,24,30,18,18,23,17,23,27,22,22,27,17,28,23,17,18,15,14,20,18,23,20,14,23,18,23,20,25,20,24,20,22,24,23,18,21,20,14,18,12,24,22,21,19,17,25,26,25,19,22,15,16,24,19,25,21,21,24,17,24,20,16,23,17,20,18,21,19,23,18,24,23,26,19,19,21,27,15,20,18,29,21,17,18,17,15,17,17,21,24,21,21,12,21,14,21,28,17,25,18,26,20,12,29,20,24,22,15,24,21,24,18,15,18,20,17,18,19,22,19,16,17,20,29,30,21,12,24,22,29,15,15,23,25,17,23,18,21,23,20,18,27,23,21,14,16,21,12,25,19,18,21,20,21,32,25,18,23,19,18,16,15,20,15,16,20,22,18,18,27,20,28,21,24,25,22,22,39,19,23,26,21,19,20,20,16,26,14,20,26,24,22,27,31,31,18,20,32,20,22,27,29
" ","85-89 years",18,24,20,25,22,31,31,20,28,20,29,18,19,23,26,18,24,17,31,15,30,29,22,27,16,27,23,21,24,24,23,17,26,26,21,26,26,30,33,22,19,32,26,30,41,20,22,23,21,27,19,23,22,27,16,17,26,29,34,19,18,24,22,23,19,28,23,23,30,23,26,29,19,29,23,25,27,27,27,28,20,17,24,28,27,22,25,22,30,24,18,18,21,24,23,21,24,31,24,19,24,27,28,23,19,35,25,30,14,27,28,32,15,26,20,15,23,27,24,17,25,23,21,23,29,11,23,23,22,19,21,20,18,26,17,22,22,17,35,15,26,23,25,18,23,20,23,37,21,12,18,17,21,26,21,14,27,22,15,13,22,19,25,30,26,14,18,19,24,14,19,25,16,25,29,22,24,28,26,20,22,16,18,16,24,20,20,19,19,24,18,22,21,18,29,19,29,21,26,26,16,25,31,26,24,24,21,24,20,18,23,23,29,16,17,24,19,19,29,24,27,18,27,21,25,23,18,22,21,25,21,24,21,34,27,21,27,20,16,21,18,27,13,22,14,17,29,26,32,27,20,28,20,24,25,14,22,20,26,26,18,29,27,26,15,27,20,20,15,14,20,25,20,16,17,14,23,23,14,11,25,18,21,20,17,14,23,24,23,19,18,21,24,30,18,25,18,20,22,16,25,14,18,18,17,19,24,16,27,30,24,14,30,27,13,15,19,22,21,26,19,21,14,20,20,32,23,29,36,24,26,18,19,22,28,26,23,16,26,26,27,29,21,26,26,21,33,24,19,28,22,27,28,33,26,24,37,28,20,23,21,27,26,20,29
" ","90-94 years",17,14,24,16,19,18,20,22,23,15,17,16,13,23,12,23,21,16,22,22,13,21,21,14,18,7,18,20,16,22,23,22,25,17,20,19,16,20,24,19,21,19,24,19,27,25,13,16,24,15,14,22,23,20,19,19,14,16,19,21,9,23,23,22,17,20,19,24,18,20,18,11,20,15,14,12,17,13,19,14,21,23,12,18,23,15,16,17,14,16,13,11,15,13,19,23,16,14,16,16,21,11,11,22,8,16,12,18,12,14,15,13,22,20,17,14,20,12,20,15,18,28,15,16,22,22,14,17,18,12,13,18,18,19,16,15,19,23,17,13,20,18,21,17,14,8,17,17,18,14,22,12,12,7,21,16,12,11,19,14,20,12,19,17,11,13,19,12,13,14,16,18,17,18,16,20,11,18,16,10,20,14,20,10,15,25,15,23,23,22,22,15,16,13,14,18,14,7,17,15,18,21,15,18,20,18,16,24,21,20,23,22,19,29,10,22,19,19,16,20,20,23,14,18,15,19,17,18,20,19,18,13,15,27,18,12,16,18,18,17,18,17,11,16,26,18,21,24,22,20,16,14,24,20,15,20,16,11,10,24,15,13,15,19,13,20,17,20,18,15,11,21,9,17,16,19,13,13,17,17,21,20,13,14,15,17,17,16,14,12,22,16,11,17,12,15,17,18,16,17,8,20,17,14,10,13,13,11,12,12,17,24,20,17,19,18,20,19,13,14,19,27,20,18,31,14,20,16,19,19,18,16,17,18,20,21,22,21,22,20,26,22,15,21,22,22,16,16,28,22,19,21,17,21,20,24,17,19,14,20,23,19,25,18,21
" ","95-99 years",7,4,9,9,9,7,10,8,13,3,7,5,7,11,8,6,6,2,3,5,9,2,7,3,5,10,7,8,7,7,9,5,8,7,7,6,6,8,6,9,5,5,12,8,11,5,8,5,4,7,7,6,5,6,4,8,5,5,5,5,7,6,8,8,4,5,5,11,5,6,9,6,2,6,1,2,8,7,5,8,6,6,6,10,8,4,6,9,8,8,2,1,10,9,6,5,5,10,7,2,6,10,8,6,8,7,7,5,4,3,10,11,8,4,11,4,6,6,8,9,3,7,5,8,7,8,5,8,1,1,7,8,3,8,8,3,9,2,6,6,7,6,8,11,4,3,4,5,5,6,2,8,2,10,11,7,10,5,6,2,6,6,7,4,5,6,7,10,5,7,8,8,3,6,9,8,5,11,6,6,2,10,4,3,5,5,3,9,6,7,4,6,9,4,5,2,7,7,9,6,9,3,6,7,9,12,3,5,3,6,9,9,7,6,12,10,9,5,5,4,7,2,7,8,10,9,5,7,8,4,13,9,4,2,4,5,11,4,5,6,5,4,10,8,5,8,4,4,5,7,2,6,8,4,4,7,13,3,4,11,5,6,3,3,5,4,5,6,8,5,8,2,5,2,4,6,8,7,7,8,5,7,8,9,3,4,9,10,10,6,3,15,7,7,7,5,5,8,5,4,10,6,6,7,5,4,5,10,7,5,5,2,6,10,5,5,8,8,8,9,7,6,8,6,4,4,7,5,9,4,6,10,9,4,1,10,6,7,12,7,7,11,6,9,4,8,8,5,9,8,14,6,5,4,5,8,9,15,4,8,8,7,6,8,7
" ","100 years and over",1,2,1,3,1,1,1,1,2,2,1,2,1,0,5,1,0,0,2,0,3,2,1,2,1,3,2,1,2,1,1,0,1,4,1,4,2,0,1,0,1,3,1,1,1,2,2,1,3,0,0,1,1,0,2,1,2,0,0,1,3,0,1,0,0,0,1,1,0,0,1,0,0,1,2,1,0,0,2,0,3,0,3,0,2,1,2,2,3,3,1,3,1,1,1,2,0,1,1,2,3,2,1,1,0,1,1,0,2,4,2,1,0,1,1,3,4,0,3,3,0,1,6,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,3,0,3,0,2,0,0,1,1,4,0,1,2,0,1,2,1,0,0,0,2,1,3,1,0,1,0,0,0,2,0,3,2,1,0,1,1,1,0,0,0,0,2,1,1,2,3,1,1,1,1,0,2,0,1,2,1,2,3,3,1,2,1,1,1,3,1,1,4,3,1,2,1,0,2,2,2,1,2,1,0,1,2,0,2,1,1,4,0,1,0,2,2,2,0,1,3,0,1,0,2,1,1,1,4,0,1,1,0,2,3,3,2,3,0,0,1,1,2,1,1,2,1,1,3,6,0,4,1,1,1,1,0,2,2,1,3,1,0,0,0,2,0,3,1,1,1,1,1,1,1,2,0,0,3,1,1,1,1,1,1,1,2,1,1,1,0,3,1,2,0,1,1,0,0,2,2,2,0,2,3,0,0,3,2,1,1,1,1,1,0,2,0,2,3,1,2,1,0,2,3,2,3,4,3,2,3,1,3,0,0,3,3,1,1,2,3,2,2,1,0,2,0,2,1,1,3

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

