"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2010M01D01","2010M01D02","2010M01D03","2010M01D04","2010M01D05","2010M01D06","2010M01D07","2010M01D08","2010M01D09","2010M01D10","2010M01D11","2010M01D12","2010M01D13","2010M01D14","2010M01D15","2010M01D16","2010M01D17","2010M01D18","2010M01D19","2010M01D20","2010M01D21","2010M01D22","2010M01D23","2010M01D24","2010M01D25","2010M01D26","2010M01D27","2010M01D28","2010M01D29","2010M01D30","2010M01D31","2010M02D01","2010M02D02","2010M02D03","2010M02D04","2010M02D05","2010M02D06","2010M02D07","2010M02D08","2010M02D09","2010M02D10","2010M02D11","2010M02D12","2010M02D13","2010M02D14","2010M02D15","2010M02D16","2010M02D17","2010M02D18","2010M02D19","2010M02D20","2010M02D21","2010M02D22","2010M02D23","2010M02D24","2010M02D25","2010M02D26","2010M02D27","2010M02D28","2010M03D01","2010M03D02","2010M03D03","2010M03D04","2010M03D05","2010M03D06","2010M03D07","2010M03D08","2010M03D09","2010M03D10","2010M03D11","2010M03D12","2010M03D13","2010M03D14","2010M03D15","2010M03D16","2010M03D17","2010M03D18","2010M03D19","2010M03D20","2010M03D21","2010M03D22","2010M03D23","2010M03D24","2010M03D25","2010M03D26","2010M03D27","2010M03D28","2010M03D29","2010M03D30","2010M03D31","2010M04D01","2010M04D02","2010M04D03","2010M04D04","2010M04D05","2010M04D06","2010M04D07","2010M04D08","2010M04D09","2010M04D10","2010M04D11","2010M04D12","2010M04D13","2010M04D14","2010M04D15","2010M04D16","2010M04D17","2010M04D18","2010M04D19","2010M04D20","2010M04D21","2010M04D22","2010M04D23","2010M04D24","2010M04D25","2010M04D26","2010M04D27","2010M04D28","2010M04D29","2010M04D30","2010M05D01","2010M05D02","2010M05D03","2010M05D04","2010M05D05","2010M05D06","2010M05D07","2010M05D08","2010M05D09","2010M05D10","2010M05D11","2010M05D12","2010M05D13","2010M05D14","2010M05D15","2010M05D16","2010M05D17","2010M05D18","2010M05D19","2010M05D20","2010M05D21","2010M05D22","2010M05D23","2010M05D24","2010M05D25","2010M05D26","2010M05D27","2010M05D28","2010M05D29","2010M05D30","2010M05D31","2010M06D01","2010M06D02","2010M06D03","2010M06D04","2010M06D05","2010M06D06","2010M06D07","2010M06D08","2010M06D09","2010M06D10","2010M06D11","2010M06D12","2010M06D13","2010M06D14","2010M06D15","2010M06D16","2010M06D17","2010M06D18","2010M06D19","2010M06D20","2010M06D21","2010M06D22","2010M06D23","2010M06D24","2010M06D25","2010M06D26","2010M06D27","2010M06D28","2010M06D29","2010M06D30","2010M07D01","2010M07D02","2010M07D03","2010M07D04","2010M07D05","2010M07D06","2010M07D07","2010M07D08","2010M07D09","2010M07D10","2010M07D11","2010M07D12","2010M07D13","2010M07D14","2010M07D15","2010M07D16","2010M07D17","2010M07D18","2010M07D19","2010M07D20","2010M07D21","2010M07D22","2010M07D23","2010M07D24","2010M07D25","2010M07D26","2010M07D27","2010M07D28","2010M07D29","2010M07D30","2010M07D31","2010M08D01","2010M08D02","2010M08D03","2010M08D04","2010M08D05","2010M08D06","2010M08D07","2010M08D08","2010M08D09","2010M08D10","2010M08D11","2010M08D12","2010M08D13","2010M08D14","2010M08D15","2010M08D16","2010M08D17","2010M08D18","2010M08D19","2010M08D20","2010M08D21","2010M08D22","2010M08D23","2010M08D24","2010M08D25","2010M08D26","2010M08D27","2010M08D28","2010M08D29","2010M08D30","2010M08D31","2010M09D01","2010M09D02","2010M09D03","2010M09D04","2010M09D05","2010M09D06","2010M09D07","2010M09D08","2010M09D09","2010M09D10","2010M09D11","2010M09D12","2010M09D13","2010M09D14","2010M09D15","2010M09D16","2010M09D17","2010M09D18","2010M09D19","2010M09D20","2010M09D21","2010M09D22","2010M09D23","2010M09D24","2010M09D25","2010M09D26","2010M09D27","2010M09D28","2010M09D29","2010M09D30","2010M10D01","2010M10D02","2010M10D03","2010M10D04","2010M10D05","2010M10D06","2010M10D07","2010M10D08","2010M10D09","2010M10D10","2010M10D11","2010M10D12","2010M10D13","2010M10D14","2010M10D15","2010M10D16","2010M10D17","2010M10D18","2010M10D19","2010M10D20","2010M10D21","2010M10D22","2010M10D23","2010M10D24","2010M10D25","2010M10D26","2010M10D27","2010M10D28","2010M10D29","2010M10D30","2010M10D31","2010M11D01","2010M11D02","2010M11D03","2010M11D04","2010M11D05","2010M11D06","2010M11D07","2010M11D08","2010M11D09","2010M11D10","2010M11D11","2010M11D12","2010M11D13","2010M11D14","2010M11D15","2010M11D16","2010M11D17","2010M11D18","2010M11D19","2010M11D20","2010M11D21","2010M11D22","2010M11D23","2010M11D24","2010M11D25","2010M11D26","2010M11D27","2010M11D28","2010M11D29","2010M11D30","2010M12D01","2010M12D02","2010M12D03","2010M12D04","2010M12D05","2010M12D06","2010M12D07","2010M12D08","2010M12D09","2010M12D10","2010M12D11","2010M12D12","2010M12D13","2010M12D14","2010M12D15","2010M12D16","2010M12D17","2010M12D18","2010M12D19","2010M12D20","2010M12D21","2010M12D22","2010M12D23","2010M12D24","2010M12D25","2010M12D26","2010M12D27","2010M12D28","2010M12D29","2010M12D30","2010M12D31"
" ","40-44 years",4,2,3,3,5,2,3,1,0,4,1,1,4,4,1,2,0,1,4,1,3,2,1,1,2,0,3,0,0,1,1,1,1,2,1,3,1,2,2,1,3,4,2,1,1,1,1,1,2,1,0,3,0,2,3,0,2,3,1,1,7,2,0,2,2,3,3,3,1,2,9,1,2,2,1,0,3,6,2,0,3,4,2,0,0,2,1,0,2,1,2,3,1,1,1,2,0,2,0,0,0,1,4,2,2,2,1,0,1,0,3,4,0,1,4,2,1,1,1,2,2,0,5,4,1,3,1,3,1,3,2,0,2,3,6,1,2,1,3,3,4,1,0,2,2,2,1,1,0,1,2,0,1,0,4,3,0,2,3,0,2,2,0,0,3,0,1,1,1,2,1,1,1,1,3,1,0,1,2,0,3,0,2,1,3,2,4,0,3,3,0,2,1,3,0,3,3,0,3,0,1,1,1,0,2,1,2,1,0,1,1,1,0,2,2,0,2,1,1,1,1,3,0,0,3,1,0,2,4,2,2,3,0,1,1,1,1,2,2,1,0,2,2,4,4,1,1,0,0,3,2,1,3,2,0,0,2,1,2,3,3,0,3,0,0,1,0,2,1,0,0,3,1,0,0,2,0,2,4,0,2,0,2,3,3,1,1,1,1,4,4,2,0,2,1,0,0,1,4,1,0,2,1,0,0,1,1,0,2,1,2,0,0,1,2,1,2,2,3,2,1,2,4,1,2,0,0,0,1,1,2,2,0,3,0,1,2,0,1,2,1,0,3,0,2,2,3,3,4,1,1,3,2,1,2,2,1,1,0,2,1,3,5,2,1
" ","45-49 years",3,0,5,1,2,0,2,3,1,7,4,4,1,3,3,4,0,7,2,3,3,3,2,1,3,3,3,4,0,3,1,9,4,3,3,5,1,0,6,1,2,2,4,5,3,3,0,2,3,4,2,3,2,3,4,1,1,4,3,1,1,3,1,2,1,4,2,2,0,3,3,2,2,3,5,4,1,5,2,6,5,3,4,5,3,4,2,2,5,4,2,1,0,2,0,6,1,5,2,4,3,2,4,5,2,4,2,2,4,3,5,3,5,5,1,1,3,3,1,4,3,3,5,1,1,2,7,2,1,3,2,3,3,3,1,2,2,4,1,4,0,2,2,7,3,2,3,6,2,5,0,2,2,2,1,4,3,0,5,3,1,1,6,1,1,2,2,3,6,3,1,3,2,2,1,2,1,3,4,2,3,3,3,2,1,4,3,1,5,2,6,6,2,3,3,1,4,4,2,7,2,6,6,2,3,3,2,3,5,5,4,2,4,2,2,0,5,1,1,2,4,3,2,1,2,3,3,2,2,0,0,2,2,1,4,2,1,5,1,2,2,4,4,3,2,0,2,1,1,3,4,3,3,4,3,1,1,1,1,2,1,4,5,6,3,3,0,1,4,3,2,2,0,2,1,1,3,1,2,2,0,5,4,7,5,3,3,3,3,1,3,4,1,2,0,3,2,2,4,1,3,2,5,3,3,3,2,7,1,1,3,4,3,6,4,1,1,1,1,3,2,3,1,3,3,2,2,0,3,3,2,8,2,2,1,1,3,4,3,1,2,3,2,6,1,5,1,7,2,4,0,0,4,2,3,8,2,2,2,3,3,1,4,3,4
" ","50-54 years",10,6,7,5,6,5,8,1,6,2,4,1,6,3,6,4,9,2,4,4,8,7,5,5,5,4,3,2,3,1,4,7,5,5,6,3,5,7,6,4,6,9,4,1,10,2,6,7,2,4,4,4,4,7,6,5,3,4,6,4,4,5,5,10,8,3,3,5,3,9,7,1,7,5,4,2,4,2,4,3,4,4,2,7,1,3,3,6,1,3,3,5,3,7,6,4,0,5,4,4,5,4,3,5,16,4,1,6,7,5,4,8,2,1,5,3,2,3,5,6,4,5,6,3,4,4,5,3,4,5,8,4,6,5,3,3,9,3,2,3,4,7,5,3,1,4,6,7,7,7,4,8,6,3,9,1,0,4,3,6,6,5,3,4,7,3,2,1,2,4,3,2,8,6,2,6,6,3,6,4,3,3,7,4,8,5,2,3,3,5,6,5,4,2,1,5,4,5,3,5,4,6,4,4,2,5,5,8,3,4,2,6,2,5,7,2,4,3,6,6,3,4,3,1,4,6,1,9,2,3,4,2,6,6,6,5,11,7,3,7,4,2,4,6,6,5,3,5,3,4,2,6,3,5,7,5,4,8,10,4,2,4,2,3,4,8,3,6,6,7,4,2,4,3,4,3,5,6,4,0,3,5,7,5,7,5,3,4,6,8,6,7,5,6,6,1,6,1,2,4,2,5,4,1,4,3,4,3,5,2,6,3,4,3,5,3,2,4,1,3,3,2,2,4,4,8,5,3,5,4,3,5,5,4,2,4,1,2,6,6,3,5,6,4,7,6,5,6,8,4,6,4,4,2,5,3,4,6,6,3,5,6,7,5,3
" ","55-59 years",6,7,6,6,9,9,7,8,14,5,9,10,7,4,3,3,9,9,7,3,5,4,6,9,5,5,6,5,6,7,3,7,3,4,6,6,5,4,5,7,9,2,5,5,3,6,6,6,8,5,9,5,9,9,5,12,11,9,5,10,9,10,6,9,7,4,10,6,8,6,6,8,5,4,3,4,9,5,6,6,7,5,10,6,6,6,4,9,4,6,4,8,6,1,10,8,7,11,5,8,5,9,9,7,9,5,9,6,5,9,7,15,6,5,6,10,4,7,5,7,10,4,10,11,6,10,5,2,6,9,7,4,8,6,7,6,10,5,15,6,8,7,9,6,4,6,9,7,3,7,8,3,4,2,8,4,5,3,7,6,7,7,2,10,9,7,7,7,6,8,8,6,7,3,5,8,5,3,11,3,11,6,7,10,6,4,3,4,6,9,3,10,7,9,13,10,11,6,10,8,2,6,4,8,10,1,4,10,6,8,7,7,5,6,5,2,5,8,6,10,6,3,8,6,8,6,6,6,4,2,3,9,7,6,5,5,9,5,7,3,4,3,4,6,10,4,5,6,11,3,8,5,6,8,9,8,10,6,11,10,7,3,3,5,5,4,12,6,3,7,7,7,8,9,9,8,8,7,7,6,3,9,4,6,10,8,8,7,9,7,11,6,9,5,18,8,5,8,8,7,7,3,7,7,5,4,2,7,5,3,5,6,6,8,5,7,3,10,5,3,4,4,7,4,0,2,2,13,9,8,2,13,3,4,5,8,5,6,7,9,7,10,8,9,5,5,8,6,5,3,4,9,5,11,8,7,12,8,11,4,8,9,5,9,5
" ","60-64 years",13,6,10,8,11,7,14,8,12,5,9,16,9,11,15,9,11,16,12,4,11,16,8,7,9,17,12,7,7,7,8,13,6,10,12,12,10,8,11,6,12,7,6,8,10,10,14,16,11,15,12,10,10,13,8,10,10,11,12,9,16,11,9,14,9,7,15,17,7,9,12,6,7,11,14,16,11,11,9,13,16,10,9,7,13,7,8,17,10,10,14,11,15,8,10,10,12,10,15,13,11,10,10,17,11,9,15,11,13,9,19,9,11,15,13,17,12,15,13,8,6,8,10,8,5,10,9,12,13,6,10,10,7,4,10,7,9,18,11,14,15,12,12,9,6,14,9,11,13,9,7,12,4,9,5,4,6,13,10,5,7,9,8,8,3,9,14,10,8,3,6,5,10,11,14,8,11,14,16,11,10,13,13,4,9,15,6,9,11,6,7,9,10,10,10,8,8,8,14,6,8,9,11,7,6,7,8,12,15,16,17,6,12,8,10,13,13,9,9,10,10,10,9,10,10,17,8,3,7,12,7,6,11,14,7,11,8,9,10,10,10,12,4,12,6,7,9,8,15,15,12,9,8,8,7,14,10,7,8,11,9,10,17,13,11,11,14,12,17,8,11,9,9,18,7,15,9,10,10,9,11,9,11,14,6,7,17,8,10,11,7,8,10,13,12,8,10,5,9,9,10,14,4,7,10,7,9,10,5,7,12,12,6,7,8,12,11,7,9,12,14,7,4,8,9,10,8,13,9,9,12,12,10,7,11,10,18,14,24,12,10,10,10,6,10,3,13,12,8,10,6,15,10,11,10,8,6,8,11,11,8,10,8,9,17
" ","65-69 years",13,12,12,13,19,17,7,16,13,11,17,12,17,13,16,14,14,19,10,15,11,15,18,13,12,6,14,13,7,9,6,9,23,13,15,14,11,15,11,11,15,15,14,11,13,16,8,15,14,10,16,24,12,16,16,15,14,10,10,14,8,10,13,18,8,12,7,19,14,11,19,10,10,13,13,7,15,12,9,14,17,12,20,16,15,15,7,16,15,18,15,12,7,19,14,17,12,17,12,15,22,14,10,16,9,16,9,18,11,13,11,18,14,15,17,6,13,11,15,11,17,3,10,9,8,15,9,12,14,9,5,16,13,8,17,7,15,16,16,17,12,14,13,9,7,10,13,13,16,17,17,10,14,15,11,18,8,21,7,10,13,10,13,11,13,16,16,7,19,13,13,11,15,15,14,18,13,11,10,15,17,13,4,10,15,8,14,12,10,10,17,7,5,9,12,7,15,16,9,14,12,12,16,12,12,9,10,7,16,18,11,13,9,13,19,10,9,13,10,10,15,12,10,7,13,13,13,8,7,9,12,17,12,11,17,11,14,9,19,17,5,12,10,18,14,22,12,12,9,10,22,19,18,10,17,12,12,12,14,17,9,14,11,9,8,18,8,20,8,9,10,13,8,10,10,11,8,12,9,13,9,11,16,15,8,17,9,12,8,11,10,18,14,12,11,9,16,12,12,17,14,10,12,17,10,18,13,12,20,14,21,15,19,11,14,14,17,11,9,12,9,11,6,16,7,15,14,11,10,4,7,17,13,18,11,15,15,16,13,18,16,16,16,16,12,17,15,10,12,17,16,10,14,10,28,16,11,10,13,15,9,11,12,19,15
" ","70-74 years",24,15,16,19,18,15,16,12,12,19,16,18,17,11,16,15,10,14,11,15,19,12,22,16,13,14,24,16,20,22,17,14,21,14,13,18,17,17,18,17,23,16,11,25,15,19,18,19,11,19,12,11,17,21,13,18,13,26,16,21,17,12,16,14,17,14,12,19,21,8,19,18,14,20,12,7,22,21,15,17,21,21,20,14,16,16,19,15,15,19,13,13,16,12,13,25,17,10,7,17,16,16,13,14,14,17,12,16,21,11,17,15,16,13,17,14,9,21,14,21,13,12,22,17,18,18,23,13,19,17,21,15,22,22,18,11,15,17,11,21,17,14,13,13,12,15,13,6,18,17,11,17,13,16,12,19,13,16,12,15,18,17,11,13,14,20,15,13,17,13,10,16,11,15,14,14,12,16,16,14,12,18,13,14,11,15,8,17,16,17,13,9,21,19,7,13,15,13,20,14,14,12,16,15,15,12,14,15,12,15,19,16,13,11,15,15,10,12,13,14,19,8,15,13,20,16,18,12,16,15,12,16,14,13,15,22,11,12,11,14,13,10,8,11,12,9,18,14,15,17,14,12,16,10,22,14,18,9,13,13,15,12,26,20,14,18,19,14,13,18,16,21,10,12,18,13,14,16,15,16,12,12,13,12,10,18,22,12,12,15,9,15,17,13,18,18,12,17,21,19,16,14,11,9,14,18,20,20,15,15,14,12,11,29,19,14,16,18,16,15,11,10,15,16,18,16,16,13,10,12,6,20,17,16,33,20,13,13,22,17,16,11,12,18,14,14,19,17,14,16,15,18,12,10,17,17,17,16,15,13,18,20,23,16,12
" ","75-79 years",10,21,19,23,14,19,24,22,21,24,18,20,23,25,13,15,19,18,25,20,29,19,20,18,21,31,28,27,19,18,20,19,26,22,19,30,16,20,17,16,24,19,15,18,22,23,16,15,15,31,17,20,19,27,23,29,11,21,28,24,26,23,11,25,29,19,25,24,19,20,29,21,19,20,16,15,20,25,19,21,23,24,18,25,22,18,16,19,18,15,22,23,19,15,27,19,18,20,32,17,25,25,14,27,27,24,18,15,15,14,19,18,17,14,15,21,23,12,20,24,18,17,17,18,24,17,28,20,17,25,14,19,18,14,21,21,24,17,15,28,22,24,17,20,18,15,20,18,12,25,25,12,18,15,11,18,18,10,18,20,20,12,20,12,12,16,22,19,20,14,24,17,18,13,23,20,21,14,16,29,28,12,25,18,19,14,16,10,18,25,15,26,26,23,20,14,13,16,23,33,26,15,13,20,14,18,23,15,18,24,10,13,19,19,11,22,14,19,21,24,27,28,19,15,21,12,22,21,20,12,12,20,17,13,20,20,22,19,22,15,29,15,16,16,11,13,13,15,16,18,18,16,19,15,20,18,17,18,10,20,23,12,20,22,18,20,14,16,12,17,18,10,15,15,21,17,26,20,14,24,18,17,20,20,13,24,23,16,20,15,26,23,21,22,18,18,11,13,19,24,16,20,12,26,18,21,17,16,22,7,24,13,21,25,17,15,16,14,15,18,20,13,16,21,11,22,20,22,17,30,21,23,20,20,27,14,26,27,15,18,21,23,13,24,17,25,16,18,16,19,27,24,18,23,25,27,23,27,13,20,20,25,21,12,16
" ","80-84 years",25,34,16,26,27,38,21,26,26,25,33,26,24,35,18,21,25,29,30,29,23,17,28,37,13,25,36,18,23,28,27,31,27,25,22,20,25,31,25,20,29,38,25,29,31,30,23,15,26,23,29,25,30,22,31,23,28,19,37,40,17,28,25,31,20,30,22,20,23,23,22,23,27,28,20,20,28,33,20,18,30,19,27,26,28,25,26,22,29,20,23,28,19,22,26,15,27,28,33,20,19,29,27,19,22,21,22,33,22,20,28,33,26,20,34,30,33,29,24,21,24,18,28,27,14,25,20,29,14,30,22,16,16,26,23,22,25,11,22,22,24,18,19,29,18,22,19,24,24,19,24,14,20,16,27,18,21,20,21,24,22,11,24,24,21,20,19,24,34,22,18,28,27,24,25,17,23,29,17,30,36,26,23,32,26,19,22,12,23,15,20,23,20,22,17,24,20,22,31,18,27,33,18,27,12,24,24,28,25,23,13,24,26,17,19,20,24,20,26,17,29,36,21,20,25,18,27,24,22,21,20,19,18,21,19,23,14,16,21,22,23,22,25,26,17,27,22,31,23,18,29,19,25,25,15,41,25,23,17,21,28,26,32,17,25,25,32,19,14,19,18,19,14,25,15,21,21,27,19,28,22,22,18,17,15,19,11,23,25,20,28,24,32,25,17,20,23,17,27,25,30,32,13,20,26,27,26,20,29,28,26,24,11,26,17,22,19,23,21,18,20,22,19,24,26,26,21,20,29,22,17,25,23,16,18,25,28,27,34,27,20,20,25,28,28,24,31,22,41,23,33,25,15,27,26,35,29,22,20,23,19,36,29,24,23
" ","85-89 years",19,25,30,34,30,33,34,28,27,35,26,44,33,31,30,33,25,19,29,31,27,30,33,33,24,30,24,29,30,19,23,30,30,31,24,27,27,23,34,28,27,22,30,30,24,37,26,33,30,36,23,29,24,24,24,28,38,18,33,25,39,32,26,25,27,34,26,30,27,26,25,29,33,18,23,27,28,40,28,21,31,22,16,24,18,29,23,28,22,22,25,28,20,18,30,27,22,22,33,25,30,31,17,30,32,31,23,21,18,30,30,14,21,22,23,35,30,17,30,26,19,19,33,20,29,27,24,33,22,25,25,20,20,20,19,17,21,19,28,27,30,23,25,17,29,28,23,16,16,21,19,24,18,19,29,27,15,23,20,23,24,21,23,24,30,25,19,20,18,21,19,23,13,21,24,28,19,30,31,16,26,18,21,30,30,24,32,20,24,26,18,26,27,22,29,24,26,20,19,20,25,19,22,22,15,20,22,26,19,18,31,29,17,31,17,21,22,26,32,31,22,36,29,19,17,13,18,28,17,26,28,24,28,29,27,20,22,20,18,30,30,25,25,27,20,24,25,22,24,19,13,25,24,22,24,21,28,24,15,19,28,21,27,12,23,25,19,26,31,19,24,23,34,27,11,22,22,28,20,26,17,18,16,25,16,23,30,18,22,27,22,26,29,22,20,28,29,22,23,20,23,24,22,30,24,25,26,25,23,18,18,32,30,25,23,22,34,23,29,26,22,25,29,25,24,25,27,21,32,24,22,24,21,33,25,20,34,25,30,21,28,20,31,31,34,25,24,25,27,32,24,28,26,18,36,28,24,26,31,32,39,31,18,26,26
" ","90-94 years",20,22,18,11,21,24,13,11,12,14,15,22,14,15,14,21,17,12,16,15,16,23,11,14,12,11,16,20,15,16,24,17,14,17,12,12,13,23,17,17,22,22,19,21,23,16,18,22,18,17,21,17,23,14,17,18,17,20,15,19,24,24,18,24,20,20,19,11,29,20,15,17,20,16,13,25,17,18,13,18,18,14,16,12,19,14,10,16,21,17,17,17,11,19,11,12,21,17,22,15,9,17,12,16,13,19,18,13,23,19,24,19,11,14,12,17,18,14,14,16,14,24,7,9,17,14,13,14,13,22,21,13,4,23,15,24,16,16,18,19,12,19,14,13,12,12,16,16,13,10,12,22,12,13,17,13,18,19,21,14,12,20,11,21,9,11,15,14,17,20,15,22,11,13,20,17,14,15,16,10,15,20,17,29,17,14,16,18,18,14,11,19,14,19,10,13,17,12,7,9,17,17,13,25,14,13,21,6,17,6,12,12,12,11,23,11,12,16,21,13,21,13,16,18,20,9,11,16,15,9,19,17,17,23,15,14,15,13,19,12,12,18,16,18,18,14,11,17,13,15,17,15,16,11,13,13,12,15,17,12,17,23,18,20,17,19,18,12,12,17,18,15,14,14,12,13,14,15,14,12,14,16,16,11,14,9,27,15,23,14,22,18,7,19,14,15,12,12,19,22,15,12,13,19,22,20,17,13,14,16,14,13,17,15,16,17,19,12,17,21,12,14,16,21,15,16,25,18,15,16,21,16,12,20,12,12,7,15,16,20,16,15,18,15,17,30,18,19,17,23,12,22,17,26,19,28,26,20,16,17,19,26,15,18,15
" ","95-99 years",7,6,7,15,9,10,8,3,7,13,6,9,9,8,6,6,3,9,5,12,5,8,4,4,7,4,6,7,5,8,8,5,8,7,9,11,2,5,5,5,12,7,1,7,6,7,7,6,6,5,10,6,8,8,9,7,7,9,7,8,7,5,5,9,12,9,11,11,7,11,5,10,5,9,7,4,6,5,7,10,4,15,7,12,5,10,8,10,8,7,5,9,10,7,4,6,5,6,6,6,2,5,7,5,6,4,5,4,7,7,7,5,11,5,5,1,3,8,7,1,7,6,7,7,5,2,6,7,5,9,7,12,4,6,3,5,5,2,12,7,6,5,9,9,7,4,4,5,4,9,6,3,9,11,6,3,7,7,3,4,4,6,6,6,4,1,6,2,6,9,6,4,3,10,4,0,9,6,4,7,3,5,10,7,6,4,10,6,6,5,12,5,16,0,5,6,10,6,3,4,10,4,9,9,8,8,4,7,4,7,7,4,6,7,7,8,4,6,2,3,7,6,6,3,5,2,4,5,4,4,4,6,4,5,4,3,7,10,10,6,6,10,4,4,6,4,7,5,5,4,11,8,10,6,6,2,8,5,5,5,6,4,4,3,9,8,3,7,10,9,6,5,11,2,5,5,4,8,6,7,8,6,6,3,11,5,7,6,7,8,10,8,3,12,8,8,5,9,8,3,10,8,2,5,10,2,6,7,11,2,3,8,4,8,4,6,2,7,10,4,9,9,2,12,4,7,11,1,8,8,2,2,5,6,6,10,5,10,11,8,10,2,14,6,8,7,6,7,5,10,7,9,10,9,9,12,6,4,7,6,17,3,8,8,8
" ","100 years and over",0,0,2,1,1,1,1,4,1,4,3,1,0,0,0,3,0,0,1,0,0,2,3,4,2,2,3,2,0,4,4,1,1,0,1,1,3,0,1,1,2,2,0,2,2,2,0,0,1,2,2,1,0,0,2,0,1,2,2,1,0,1,5,1,3,1,2,0,1,2,2,2,1,0,1,3,2,1,0,1,3,1,2,1,1,3,2,3,2,1,1,1,3,3,1,0,1,2,1,0,7,3,1,1,0,3,2,1,1,1,1,2,0,2,2,0,3,1,1,1,0,0,2,2,0,0,0,2,2,0,2,4,2,2,3,2,0,2,0,1,2,2,2,0,1,1,1,1,1,1,1,0,2,2,0,1,3,1,0,1,1,4,1,0,2,1,1,0,0,3,2,4,1,1,0,2,0,3,0,2,1,0,1,2,2,1,0,1,1,2,3,1,1,1,1,1,2,1,1,3,1,0,0,3,1,3,0,3,0,1,1,0,1,1,2,1,1,2,1,2,2,1,1,0,0,1,2,1,1,1,2,1,1,1,5,4,0,1,2,1,2,0,3,2,0,1,0,2,0,0,1,2,1,0,0,0,3,1,1,1,0,1,2,0,2,2,0,2,1,0,4,0,1,2,0,0,1,1,1,2,2,0,0,3,0,0,1,0,2,0,1,1,2,2,0,1,3,0,2,3,2,1,1,3,1,1,1,0,0,1,1,1,2,1,1,2,2,1,2,0,2,3,0,2,2,1,4,1,0,1,0,3,2,0,2,3,1,1,2,1,1,1,1,5,2,1,1,3,1,1,1,1,1,3,2,0,3,0,1,0,1,1,0,1,2

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

