"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2017M01D01","2017M01D02","2017M01D03","2017M01D04","2017M01D05","2017M01D06","2017M01D07","2017M01D08","2017M01D09","2017M01D10","2017M01D11","2017M01D12","2017M01D13","2017M01D14","2017M01D15","2017M01D16","2017M01D17","2017M01D18","2017M01D19","2017M01D20","2017M01D21","2017M01D22","2017M01D23","2017M01D24","2017M01D25","2017M01D26","2017M01D27","2017M01D28","2017M01D29","2017M01D30","2017M01D31","2017M02D01","2017M02D02","2017M02D03","2017M02D04","2017M02D05","2017M02D06","2017M02D07","2017M02D08","2017M02D09","2017M02D10","2017M02D11","2017M02D12","2017M02D13","2017M02D14","2017M02D15","2017M02D16","2017M02D17","2017M02D18","2017M02D19","2017M02D20","2017M02D21","2017M02D22","2017M02D23","2017M02D24","2017M02D25","2017M02D26","2017M02D27","2017M02D28","2017M03D01","2017M03D02","2017M03D03","2017M03D04","2017M03D05","2017M03D06","2017M03D07","2017M03D08","2017M03D09","2017M03D10","2017M03D11","2017M03D12","2017M03D13","2017M03D14","2017M03D15","2017M03D16","2017M03D17","2017M03D18","2017M03D19","2017M03D20","2017M03D21","2017M03D22","2017M03D23","2017M03D24","2017M03D25","2017M03D26","2017M03D27","2017M03D28","2017M03D29","2017M03D30","2017M03D31","2017M04D01","2017M04D02","2017M04D03","2017M04D04","2017M04D05","2017M04D06","2017M04D07","2017M04D08","2017M04D09","2017M04D10","2017M04D11","2017M04D12","2017M04D13","2017M04D14","2017M04D15","2017M04D16","2017M04D17","2017M04D18","2017M04D19","2017M04D20","2017M04D21","2017M04D22","2017M04D23","2017M04D24","2017M04D25","2017M04D26","2017M04D27","2017M04D28","2017M04D29","2017M04D30","2017M05D01","2017M05D02","2017M05D03","2017M05D04","2017M05D05","2017M05D06","2017M05D07","2017M05D08","2017M05D09","2017M05D10","2017M05D11","2017M05D12","2017M05D13","2017M05D14","2017M05D15","2017M05D16","2017M05D17","2017M05D18","2017M05D19","2017M05D20","2017M05D21","2017M05D22","2017M05D23","2017M05D24","2017M05D25","2017M05D26","2017M05D27","2017M05D28","2017M05D29","2017M05D30","2017M05D31","2017M06D01","2017M06D02","2017M06D03","2017M06D04","2017M06D05","2017M06D06","2017M06D07","2017M06D08","2017M06D09","2017M06D10","2017M06D11","2017M06D12","2017M06D13","2017M06D14","2017M06D15","2017M06D16","2017M06D17","2017M06D18","2017M06D19","2017M06D20","2017M06D21","2017M06D22","2017M06D23","2017M06D24","2017M06D25","2017M06D26","2017M06D27","2017M06D28","2017M06D29","2017M06D30","2017M07D01","2017M07D02","2017M07D03","2017M07D04","2017M07D05","2017M07D06","2017M07D07","2017M07D08","2017M07D09","2017M07D10","2017M07D11","2017M07D12","2017M07D13","2017M07D14","2017M07D15","2017M07D16","2017M07D17","2017M07D18","2017M07D19","2017M07D20","2017M07D21","2017M07D22","2017M07D23","2017M07D24","2017M07D25","2017M07D26","2017M07D27","2017M07D28","2017M07D29","2017M07D30","2017M07D31","2017M08D01","2017M08D02","2017M08D03","2017M08D04","2017M08D05","2017M08D06","2017M08D07","2017M08D08","2017M08D09","2017M08D10","2017M08D11","2017M08D12","2017M08D13","2017M08D14","2017M08D15","2017M08D16","2017M08D17","2017M08D18","2017M08D19","2017M08D20","2017M08D21","2017M08D22","2017M08D23","2017M08D24","2017M08D25","2017M08D26","2017M08D27","2017M08D28","2017M08D29","2017M08D30","2017M08D31","2017M09D01","2017M09D02","2017M09D03","2017M09D04","2017M09D05","2017M09D06","2017M09D07","2017M09D08","2017M09D09","2017M09D10","2017M09D11","2017M09D12","2017M09D13","2017M09D14","2017M09D15","2017M09D16","2017M09D17","2017M09D18","2017M09D19","2017M09D20","2017M09D21","2017M09D22","2017M09D23","2017M09D24","2017M09D25","2017M09D26","2017M09D27","2017M09D28","2017M09D29","2017M09D30","2017M10D01","2017M10D02","2017M10D03","2017M10D04","2017M10D05","2017M10D06","2017M10D07","2017M10D08","2017M10D09","2017M10D10","2017M10D11","2017M10D12","2017M10D13","2017M10D14","2017M10D15","2017M10D16","2017M10D17","2017M10D18","2017M10D19","2017M10D20","2017M10D21","2017M10D22","2017M10D23","2017M10D24","2017M10D25","2017M10D26","2017M10D27","2017M10D28","2017M10D29","2017M10D30","2017M10D31","2017M11D01","2017M11D02","2017M11D03","2017M11D04","2017M11D05","2017M11D06","2017M11D07","2017M11D08","2017M11D09","2017M11D10","2017M11D11","2017M11D12","2017M11D13","2017M11D14","2017M11D15","2017M11D16","2017M11D17","2017M11D18","2017M11D19","2017M11D20","2017M11D21","2017M11D22","2017M11D23","2017M11D24","2017M11D25","2017M11D26","2017M11D27","2017M11D28","2017M11D29","2017M11D30","2017M12D01","2017M12D02","2017M12D03","2017M12D04","2017M12D05","2017M12D06","2017M12D07","2017M12D08","2017M12D09","2017M12D10","2017M12D11","2017M12D12","2017M12D13","2017M12D14","2017M12D15","2017M12D16","2017M12D17","2017M12D18","2017M12D19","2017M12D20","2017M12D21","2017M12D22","2017M12D23","2017M12D24","2017M12D25","2017M12D26","2017M12D27","2017M12D28","2017M12D29","2017M12D30","2017M12D31"
" ","40-44 years",2,0,0,1,0,1,1,0,1,1,0,3,0,3,0,2,1,1,1,1,0,4,1,0,1,1,1,3,0,2,0,0,2,2,0,0,1,1,3,1,0,2,2,0,1,0,2,2,3,0,0,1,1,2,1,0,1,1,1,0,1,0,1,0,2,0,1,2,1,2,1,0,1,0,1,1,4,1,1,1,1,1,2,1,4,1,2,1,1,3,2,1,0,2,1,0,1,3,1,1,1,1,0,3,0,3,1,1,1,0,1,0,0,0,0,2,0,0,1,0,4,1,2,2,1,0,0,0,0,2,0,1,0,2,1,0,0,3,2,0,0,1,1,2,1,2,1,0,1,2,0,1,2,1,2,0,4,1,1,0,0,2,1,1,1,1,2,2,0,1,1,0,0,1,1,0,1,1,1,1,2,0,0,1,0,1,1,4,0,0,3,1,0,1,0,0,0,0,3,1,2,0,0,1,2,5,0,0,4,0,1,0,1,1,1,2,2,1,3,0,1,1,0,2,1,0,1,2,1,0,0,1,0,3,0,2,1,1,0,1,0,2,0,0,2,1,3,1,0,0,0,0,1,0,0,2,1,2,1,0,2,0,1,1,2,1,1,2,0,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,3,3,0,1,2,1,2,1,2,1,1,0,0,0,0,0,0,2,1,1,4,3,0,2,0,0,2,2,2,1,1,2,0,2,0,4,1,0,0,1,0,1,0,1,1,0,2,0,1,2,2,0,1,1,0,0,2,1,0,0,1,0,2,1,2,0,1,0,3,1,4,3,0
" ","45-49 years",2,2,1,1,0,2,3,2,7,3,1,2,0,2,1,5,2,3,3,1,2,1,2,3,2,2,2,2,1,0,1,1,4,1,1,3,1,1,1,1,2,1,3,3,3,1,4,0,2,1,2,0,2,2,2,0,1,5,1,4,2,3,1,0,1,1,1,3,3,1,6,2,1,2,1,2,1,1,2,5,3,1,0,0,1,1,4,5,0,1,3,1,1,1,1,2,5,0,2,1,1,5,2,0,4,1,2,4,6,1,1,3,1,1,3,4,2,3,1,2,0,4,3,1,2,2,1,1,1,1,5,4,1,3,3,2,3,1,4,0,5,2,3,3,2,0,1,0,1,2,6,2,2,3,3,3,1,1,1,1,4,1,4,1,2,0,1,2,1,2,2,2,2,4,2,1,2,1,2,1,3,0,0,2,3,3,1,2,2,2,2,1,3,4,4,1,2,1,3,1,0,2,0,1,1,5,2,1,1,0,2,2,3,2,1,0,2,1,1,3,2,1,2,0,2,1,2,1,4,1,1,3,2,2,2,1,1,2,1,4,2,1,4,2,0,1,2,2,1,1,5,1,0,4,1,4,4,4,3,2,1,1,1,1,1,3,6,3,2,2,2,2,2,2,3,2,0,2,3,0,1,3,5,5,2,1,1,5,3,2,3,3,3,1,1,2,2,2,4,3,1,3,2,2,2,3,0,2,1,1,2,1,0,2,5,0,2,1,2,1,3,0,1,4,1,2,3,2,2,0,4,3,1,3,1,3,0,1,0,1,1,0,4,0,0,2,1,2,2,8,3,1,3,4,2,3,3,1,1,1,2,4,0,0,1
" ","50-54 years",1,5,6,5,2,5,5,2,8,6,3,4,3,5,3,1,4,2,3,2,3,4,6,0,1,7,1,4,2,2,4,5,5,5,8,7,8,5,2,2,4,1,2,4,3,3,4,5,5,4,3,2,4,5,3,5,4,3,7,7,3,4,4,2,6,2,10,3,7,1,3,4,2,2,4,6,3,3,3,5,4,5,6,4,5,2,4,1,2,1,3,2,4,3,4,1,5,3,1,3,5,4,3,5,4,1,4,4,2,5,7,5,2,3,3,2,1,4,3,7,6,6,2,1,1,4,3,4,1,2,5,1,0,2,3,5,6,4,1,3,4,6,1,7,5,3,10,2,2,2,5,2,2,5,1,6,6,1,5,5,5,5,5,6,5,0,3,9,1,8,3,2,3,4,4,4,3,1,1,4,2,4,1,5,3,3,2,7,2,2,2,4,5,4,3,5,2,6,3,3,4,2,5,3,3,6,6,1,2,0,1,4,0,1,3,1,0,3,3,3,4,3,0,5,6,5,5,3,4,7,3,8,1,5,2,4,5,3,4,1,6,4,8,6,4,3,4,8,2,4,5,1,4,3,3,0,0,1,4,3,5,5,4,2,3,1,3,2,2,1,3,1,4,4,2,3,5,4,6,4,2,3,0,0,3,4,3,0,3,4,4,5,4,1,1,7,1,3,2,1,3,2,4,2,2,5,3,3,5,5,3,2,2,3,6,6,4,3,4,7,0,2,2,3,3,3,4,5,4,2,2,4,3,3,5,4,4,3,7,4,3,5,5,0,7,6,3,4,5,5,2,2,7,3,5,3,2,5,3,3,5,9,3,5,4
" ","55-59 years",7,7,6,6,8,5,3,7,11,3,7,8,8,8,3,3,4,5,6,5,3,5,7,1,4,2,8,4,8,8,4,6,10,3,5,5,2,4,6,4,9,2,7,2,7,5,3,6,5,6,5,7,5,7,5,4,2,7,3,7,5,5,7,6,9,4,8,5,6,6,4,7,7,3,8,6,4,9,8,5,5,11,6,3,3,6,8,7,6,3,5,9,7,6,3,3,2,3,3,3,8,1,8,3,5,7,8,6,5,3,8,5,3,3,4,10,5,6,8,7,5,3,5,6,4,6,9,3,5,2,10,4,6,4,6,3,4,4,4,6,11,6,6,9,7,9,6,4,4,3,7,5,9,3,6,4,3,3,5,3,4,4,3,3,8,5,3,7,5,4,10,6,2,7,6,4,6,8,8,6,2,6,5,5,4,2,5,5,5,3,10,12,3,3,5,4,7,9,5,4,8,10,5,8,5,6,5,5,2,6,2,5,4,6,4,3,3,1,6,5,6,3,4,5,5,6,5,6,3,2,4,7,5,5,3,4,5,5,7,5,4,5,2,3,6,7,7,10,4,6,9,5,4,5,10,6,4,6,3,4,4,1,5,3,8,8,3,7,6,7,5,4,7,4,10,3,2,6,3,3,8,4,6,9,4,2,7,4,8,6,6,5,3,4,4,7,9,5,3,9,3,6,6,2,4,5,5,4,6,5,4,4,3,2,6,4,3,6,2,5,5,8,0,6,7,7,5,3,5,6,3,9,5,2,4,6,6,3,7,4,4,4,4,4,4,7,5,9,6,4,5,7,7,2,3,5,6,7,3,3,12,4,2,6,5
" ","60-64 years",8,3,7,11,6,18,9,3,5,12,11,15,13,10,6,11,9,11,8,11,5,7,8,9,8,6,6,7,6,9,14,7,18,11,5,14,12,8,11,11,8,13,6,8,11,3,7,13,7,4,5,9,6,6,6,4,4,9,6,15,9,15,4,10,11,5,8,8,9,8,10,6,9,8,8,8,9,3,10,15,8,4,7,6,9,7,8,14,9,12,6,13,9,5,13,10,8,10,8,8,11,5,4,3,7,11,4,7,11,7,5,16,10,5,10,9,9,6,6,12,7,8,4,6,10,9,8,13,11,10,5,9,7,9,13,5,11,10,5,5,8,8,10,11,8,12,7,4,7,8,5,8,8,9,11,3,8,8,9,7,8,10,9,11,4,8,11,6,4,12,6,6,3,10,4,5,7,7,4,8,8,10,10,9,8,8,6,13,11,6,4,10,12,13,3,7,6,4,4,7,9,5,5,10,7,5,7,8,6,5,7,2,6,7,10,10,10,6,5,3,6,7,3,6,9,4,4,6,8,8,5,7,4,4,5,13,5,8,8,6,9,5,7,13,5,1,10,8,6,12,4,9,9,8,6,8,12,17,5,5,6,9,5,8,10,8,10,9,5,7,10,7,6,4,11,5,4,6,10,7,7,7,7,11,6,12,10,9,4,11,6,9,10,7,9,13,4,9,9,8,5,7,11,6,10,11,10,6,7,7,8,14,6,5,8,8,14,6,10,16,7,8,7,12,3,7,6,12,7,8,6,10,11,11,9,6,11,5,6,7,6,9,9,10,9,9,10,6,8,5,9,7,8,5,7,9,7,6,4,6,12,11,11,7,10
" ","65-69 years",12,13,17,3,14,13,12,7,10,17,12,11,16,10,18,16,15,10,9,12,13,14,11,7,14,13,18,13,10,11,18,13,7,21,10,14,5,12,14,13,16,13,21,13,19,9,14,15,11,12,18,12,7,14,14,9,14,13,18,11,16,8,10,10,18,9,7,15,11,20,10,10,14,6,8,13,12,19,12,5,19,11,9,17,14,13,13,9,12,11,13,4,10,13,11,12,17,12,13,10,9,11,15,13,7,15,13,11,12,17,11,5,9,17,6,8,13,7,12,10,12,10,14,14,10,20,10,15,13,13,9,13,14,13,10,11,11,15,8,9,11,17,8,6,13,10,13,11,10,13,7,4,7,12,11,9,7,15,11,7,8,10,8,14,13,8,12,9,16,9,9,13,11,9,15,14,16,10,12,7,12,13,8,9,13,11,8,11,12,8,11,14,11,15,14,12,12,16,13,15,8,11,11,8,11,7,16,8,9,9,13,16,10,6,6,8,10,10,9,7,6,15,13,12,16,11,12,13,3,14,8,10,14,8,9,8,9,15,17,14,11,11,14,6,8,12,5,9,7,7,6,14,6,8,15,12,7,14,19,12,9,14,9,11,12,12,12,11,13,12,11,6,11,14,11,8,14,13,12,11,11,10,12,8,4,14,12,15,11,14,13,18,5,10,14,14,7,12,14,19,14,10,12,10,11,15,11,8,12,9,8,7,9,10,12,12,12,15,11,13,18,8,13,9,14,15,18,6,13,7,14,7,7,12,12,9,16,18,20,17,7,13,10,11,7,13,11,14,10,8,12,17,14,16,13,9,7,16,5,14,14,11,10,9,17
" ","70-74 years",20,16,23,31,17,19,20,23,16,19,12,14,13,13,12,31,24,27,18,20,21,17,27,33,14,15,27,22,19,16,21,14,22,23,18,19,23,23,19,17,17,21,21,15,15,22,16,21,23,24,23,18,16,22,11,21,20,14,24,17,21,22,16,16,21,18,27,14,12,22,16,16,16,19,23,18,27,27,21,18,14,28,8,30,17,14,19,15,18,11,15,15,17,20,13,18,13,16,15,19,18,16,19,11,21,15,20,16,13,14,20,11,14,19,9,13,22,18,16,16,19,20,18,19,27,21,15,22,18,18,15,16,16,23,11,32,18,17,22,15,15,13,15,18,18,18,17,12,18,21,19,21,24,14,11,20,20,11,22,14,20,11,19,20,30,23,14,15,25,19,13,22,25,28,17,15,17,17,13,13,19,18,15,24,21,14,17,21,10,17,14,18,19,14,15,12,16,21,17,12,15,11,17,28,17,12,22,17,25,16,18,16,17,18,21,19,13,22,29,19,18,16,22,9,16,20,15,15,12,18,18,15,14,12,20,15,24,21,12,13,19,22,16,20,21,17,20,15,13,21,16,13,24,21,27,17,17,21,17,14,16,19,18,21,23,16,21,22,17,20,15,18,16,18,20,16,17,20,23,19,10,15,13,14,25,24,19,7,17,16,14,21,17,14,21,8,23,22,20,16,18,20,13,21,21,14,9,14,15,14,15,19,16,20,22,17,18,22,24,11,24,18,18,21,16,11,14,18,20,21,22,18,17,11,20,17,17,25,25,12,24,24,22,26,17,17,19,20,20,21,9,18,15,16,17,22,23,19,18,19,29,18,18,18,14
" ","75-79 years",17,20,20,25,16,24,9,30,22,22,23,23,24,20,23,18,16,22,23,26,16,16,12,17,34,20,25,23,15,22,23,26,16,29,22,23,18,17,17,19,16,18,23,22,23,33,17,24,22,18,25,25,13,31,22,22,12,27,29,20,22,17,21,12,16,24,20,22,17,16,25,21,18,30,21,18,24,15,18,24,29,24,24,16,12,17,13,16,16,16,28,24,19,13,16,24,20,25,19,21,13,20,19,26,20,11,19,11,21,22,21,13,21,16,18,16,13,15,15,22,19,9,28,19,28,20,23,26,25,17,15,16,14,14,15,24,19,21,17,17,18,18,11,23,18,17,15,21,18,18,24,18,14,14,17,15,24,16,17,22,11,21,17,18,23,18,25,27,11,13,24,29,13,17,24,21,23,18,9,27,21,15,19,18,15,17,17,16,14,17,19,12,15,25,16,14,17,20,13,27,17,15,13,13,15,11,24,19,20,22,12,13,18,21,13,24,20,18,11,20,18,22,25,18,19,17,14,10,12,26,21,14,15,18,13,20,21,14,17,16,11,22,14,18,15,22,10,15,12,21,15,15,22,21,22,26,16,15,12,25,14,14,21,17,23,26,21,13,14,24,29,20,21,23,25,21,16,16,21,10,21,21,18,19,24,14,17,19,26,21,25,19,18,18,14,21,18,11,18,19,21,13,17,23,25,28,20,20,18,18,19,18,20,20,18,16,15,21,18,18,17,25,15,18,19,22,21,22,21,20,23,22,17,22,23,15,25,15,16,17,18,16,20,22,19,28,23,24,18,23,22,27,14,18,13,19,21,20,21,22,21,22,20,20,13
" ","80-84 years",24,21,31,16,24,24,23,24,23,28,28,29,31,26,27,17,22,28,22,25,32,21,26,33,20,33,18,20,29,24,24,26,24,23,27,30,24,30,30,28,21,21,23,30,29,19,25,32,38,29,36,30,30,31,21,18,27,28,23,21,25,29,28,30,19,27,32,26,23,24,22,23,30,28,32,29,25,22,28,18,28,35,19,20,20,32,26,24,29,21,22,26,22,24,20,13,21,21,18,21,23,30,25,23,20,22,22,15,19,19,27,23,23,15,28,13,23,31,25,18,28,18,18,26,21,22,22,15,19,27,24,26,26,23,27,15,29,26,22,18,23,27,24,14,23,20,12,24,18,20,18,15,23,24,32,26,20,19,27,22,25,26,24,26,21,23,26,24,16,15,31,14,22,21,18,13,22,25,29,11,27,19,22,18,21,23,28,28,12,22,22,23,16,19,22,17,20,23,29,10,19,15,20,23,19,30,19,11,25,18,22,20,23,17,22,24,18,23,12,17,22,20,17,16,18,23,25,12,15,21,18,26,23,21,21,23,27,22,16,29,23,12,25,15,19,25,19,24,18,22,24,19,24,28,19,23,34,21,21,19,22,14,23,16,25,18,23,23,18,28,21,19,24,24,21,23,21,25,18,22,20,16,24,17,21,29,29,19,21,14,14,27,22,27,18,23,20,19,27,14,20,21,28,20,18,25,20,24,27,26,22,21,20,18,23,20,17,23,21,28,24,19,22,30,22,20,23,23,23,25,10,25,33,20,33,22,24,18,27,32,19,28,23,22,29,25,23,16,28,22,19,23,31,24,25,25,25,18,28,22,31,25,33,25,31
" ","85-89 years",20,19,32,25,18,21,29,15,27,23,24,21,25,32,25,16,23,27,21,18,25,33,24,18,22,18,21,25,24,32,27,27,32,38,22,34,31,25,21,38,27,30,22,32,26,21,43,40,23,32,34,26,27,37,31,22,34,18,33,28,36,21,26,32,20,23,25,22,27,26,19,23,27,28,28,27,30,23,34,28,26,24,18,24,28,27,25,20,21,18,27,26,23,28,20,17,25,21,31,36,23,21,22,30,19,18,20,25,20,22,31,23,16,22,22,25,23,29,24,26,24,26,18,14,28,34,27,27,25,19,29,28,27,23,20,27,23,15,33,25,26,16,23,21,22,29,26,17,27,23,20,24,26,25,19,24,24,15,22,20,22,31,17,23,21,26,23,24,16,16,20,18,29,24,14,25,16,17,33,25,17,21,18,19,24,22,15,22,24,14,24,26,17,9,21,28,28,22,29,24,13,22,22,16,25,22,22,21,20,24,27,18,21,22,21,28,17,22,15,21,19,27,20,23,26,19,19,24,15,30,28,15,29,25,30,19,26,23,12,21,25,16,24,20,19,22,18,22,31,21,27,7,17,15,25,19,21,16,22,16,21,26,25,12,20,21,26,20,19,24,18,25,26,19,28,27,18,23,27,17,25,18,25,28,22,18,28,23,28,23,20,22,23,19,26,20,22,25,26,12,13,20,17,16,23,23,24,23,18,24,22,21,15,21,28,12,40,34,22,39,27,27,18,23,24,20,30,22,25,20,29,22,24,15,14,23,19,19,25,23,21,25,31,20,27,34,40,21,27,29,27,22,22,28,31,23,16,29,30,28,35,28,22,26,24
" ","90-94 years",29,18,24,37,16,27,28,28,20,17,24,18,15,19,15,26,19,22,26,28,21,20,27,27,15,25,23,19,21,19,21,22,25,26,27,32,16,19,19,20,27,16,16,24,24,17,19,24,24,24,29,19,21,24,20,25,26,31,20,31,25,29,14,25,16,31,22,27,22,25,29,22,20,21,27,18,17,26,17,17,26,21,28,30,18,18,18,22,18,20,19,19,19,12,23,17,24,18,23,18,12,16,11,26,17,17,11,18,10,16,16,17,22,19,18,22,6,19,9,28,22,20,22,18,20,18,22,26,21,23,15,20,16,10,13,15,11,13,27,31,15,17,12,19,27,15,15,12,15,15,15,13,17,16,19,19,23,26,12,17,16,13,20,23,19,19,16,25,13,19,19,13,15,25,12,20,15,23,18,14,22,16,17,15,18,12,11,19,13,11,15,12,17,16,10,18,17,17,16,17,11,19,17,15,19,11,15,12,17,20,13,13,21,25,17,18,20,18,16,16,17,21,17,16,13,17,19,18,15,20,15,21,14,10,17,14,14,19,16,20,24,16,14,14,13,13,18,19,18,21,14,19,19,16,14,13,16,19,15,19,20,17,18,12,14,18,14,13,17,13,20,17,22,16,18,22,13,20,17,20,11,17,17,25,18,23,15,17,15,25,18,15,15,8,11,13,10,17,18,17,18,8,16,18,19,25,16,16,21,20,18,18,18,21,15,21,15,23,23,14,21,20,16,15,25,13,14,10,22,21,22,21,19,18,16,15,24,23,28,17,18,20,26,13,20,20,21,22,19,21,16,19,23,19,18,25,16,24,29,27,21,20,16,22,18
" ","95-99 years",9,9,10,10,5,10,12,12,11,5,9,8,5,8,7,1,5,5,9,11,12,8,10,8,7,10,8,8,11,4,9,7,6,13,10,12,12,10,5,8,4,9,8,11,14,9,19,13,11,14,7,5,12,16,14,9,11,11,9,12,6,12,11,9,14,6,8,3,5,7,7,9,12,9,10,11,4,6,6,11,11,3,11,7,7,16,8,12,9,6,2,7,8,7,4,6,5,12,5,7,9,9,6,14,9,6,7,7,7,9,8,9,9,7,5,9,6,12,6,10,5,11,6,8,4,6,5,6,4,5,9,3,9,8,8,7,12,8,4,8,3,4,4,8,11,7,8,13,7,8,5,11,11,7,3,7,6,10,8,7,9,8,8,4,5,3,7,9,7,9,5,6,10,10,7,6,8,5,7,6,4,7,7,8,2,8,4,9,6,4,9,8,9,5,10,12,8,9,7,4,3,11,8,5,5,5,6,7,10,7,5,7,8,9,8,9,9,7,7,10,11,8,5,6,4,8,7,3,3,8,6,5,13,6,8,9,7,8,5,7,10,6,9,8,10,9,4,4,9,4,9,5,9,13,5,7,8,13,7,7,10,13,6,4,9,8,9,9,8,8,11,5,6,7,5,9,10,5,4,6,6,9,8,5,7,6,5,8,11,2,12,11,5,6,10,5,4,5,12,2,12,5,6,9,7,6,5,2,8,6,4,10,8,8,5,7,9,12,8,10,3,7,5,6,8,8,11,4,12,5,11,6,6,13,7,8,7,9,6,10,6,7,7,12,8,10,5,7,10,12,5,8,9,6,10,4,9,9,7,12,13,10,6,10,8
" ","100 years and over",2,1,2,6,5,2,0,0,0,0,1,2,1,4,0,2,3,4,1,3,0,2,3,1,2,3,3,2,1,2,0,0,2,0,0,1,3,2,3,1,1,5,2,3,1,4,3,3,2,0,2,3,2,4,1,0,1,1,3,1,3,1,5,1,2,1,1,1,0,2,2,1,0,3,1,1,2,2,2,3,1,5,4,2,1,0,3,0,4,0,2,1,1,3,2,5,4,2,1,2,4,3,3,0,0,2,2,2,1,1,1,2,4,1,0,4,1,1,4,0,2,1,2,1,1,1,3,3,1,2,0,1,4,2,0,3,1,0,5,1,1,2,0,2,1,1,1,1,0,1,0,1,3,2,2,0,1,1,3,5,2,0,3,1,4,2,5,4,1,2,4,0,1,1,1,2,2,0,1,0,0,0,2,2,0,0,0,4,3,4,0,3,1,2,0,4,0,2,1,0,4,1,5,0,0,0,2,3,2,1,2,0,3,1,0,0,0,2,2,5,3,1,0,3,2,2,0,0,3,1,0,0,3,1,2,2,3,1,3,0,1,2,0,0,3,2,1,1,1,1,1,0,2,0,2,0,3,2,0,2,1,2,0,2,3,0,3,2,1,2,1,0,0,2,0,0,1,3,0,2,1,0,0,3,2,1,2,3,2,2,0,0,0,1,0,1,0,1,1,1,0,3,0,1,2,0,0,0,0,1,3,2,0,3,2,0,6,1,2,3,4,0,0,1,0,0,2,0,0,3,2,2,2,3,1,3,2,3,2,3,0,2,0,4,5,2,2,2,4,1,2,0,1,4,1,2,1,0,4,2,0,2,0,1,2

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

